step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
121,CASH_OUT,254440.83,C1310756162,254440.83,0.0,C472522184,0.0,254440.83,1,0
690,TRANSFER,3887853.15,C804681656,3887853.15,0.0,C753327300,0.0,0.0,1,0
160,CASH_OUT,32872.0,C1732777090,32872.0,0.0,C366537960,0.0,32872.0,1,0
143,TRANSFER,1608571.02,C659082738,1608571.02,0.0,C2146348843,0.0,0.0,1,0
130,CASH_OUT,1494432.21,C735684642,1494432.21,0.0,C653403017,0.0,1494432.21,1,0
600,CASH_OUT,983417.49,C830861574,983417.49,0.0,C1506963745,0.0,983417.49,1,0
77,TRANSFER,2149976.69,C1907685273,2149976.69,0.0,C2107203461,0.0,0.0,1,0
66,TRANSFER,4631432.03,C658423698,4631432.03,0.0,C329899379,0.0,0.0,1,0
282,CASH_OUT,17428.0,C1544110341,17428.0,0.0,C1942661971,93625.57,285154.96,1,0
34,TRANSFER,71693.42,C1103482150,71693.42,0.0,C2145121206,0.0,0.0,1,0
6,TRANSFER,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,0
7,CASH_OUT,21729.0,C693427358,21729.0,0.0,C1101441872,27335.0,0.0,1,0
600,CASH_OUT,7363709.23,C1402128249,7363709.23,0.0,C734547406,0.0,7363709.23,1,0
60,CASH_OUT,742973.53,C261473899,742973.53,0.0,C897961171,0.0,742973.53,1,0
694,TRANSFER,292815.44,C4952914,292815.44,0.0,C902467451,0.0,0.0,1,0
532,CASH_OUT,254719.63,C1634365603,254719.63,0.0,C192491518,0.0,254719.63,1,0
196,CASH_OUT,1221900.21,C379155103,1221900.21,0.0,C836948657,0.0,1221900.21,1,0
308,TRANSFER,178180.03,C1660149357,178180.03,0.0,C1502223655,0.0,0.0,1,0
554,TRANSFER,9421856.87,C476581036,9421856.87,0.0,C919579772,0.0,0.0,1,0
509,TRANSFER,40836.05,C434841874,40836.05,0.0,C1134131764,0.0,0.0,1,0
621,CASH_OUT,662104.87,C383943825,662104.87,0.0,C1857340685,532995.06,1195099.93,1,0
171,TRANSFER,1777674.32,C847645948,1777674.32,0.0,C269162612,0.0,0.0,1,0
579,TRANSFER,1632500.22,C1055490123,1632500.22,0.0,C1000836187,0.0,0.0,1,0
38,CASH_OUT,360688.3,C62190783,360688.3,0.0,C1187610031,0.0,360688.3,1,0
213,CASH_OUT,1835523.44,C1203548846,1835523.44,0.0,C565411980,50844.44,1886367.88,1,0
552,TRANSFER,692743.57,C1785747825,692743.57,0.0,C1989613920,0.0,0.0,1,0
372,TRANSFER,81814.51,C1513636547,81814.51,0.0,C526174668,0.0,0.0,1,0
238,TRANSFER,134313.22,C781397101,134313.22,0.0,C273071988,0.0,0.0,1,0
701,TRANSFER,306691.05,C1064966733,306691.05,0.0,C467221336,0.0,0.0,1,0
279,TRANSFER,144044.35,C500782163,144044.35,0.0,C1678225992,0.0,0.0,1,0
273,CASH_OUT,27059.86,C1750640057,27059.86,0.0,C139184111,361553.44,388613.29,1,0
741,CASH_OUT,0.0,C312737633,0.0,0.0,C1400061387,267522.87,267522.87,1,0
149,CASH_OUT,14016.65,C1941677118,14016.65,0.0,C1983026804,1818633.89,1832650.55,1,0
99,TRANSFER,4589441.44,C1514427330,4589441.44,0.0,C2103550727,0.0,0.0,1,0
314,TRANSFER,2984434.36,C568807005,2984434.36,0.0,C417695471,0.0,0.0,1,0
109,CASH_OUT,252417.45,C230861644,252417.45,0.0,C793059779,401309.51,653726.95,1,0
2,CASH_OUT,963532.14,C430329518,963532.14,0.0,C991505714,132382.57,1095914.71,1,0
259,TRANSFER,1950373.54,C1584301839,1950373.54,0.0,C1727119878,0.0,0.0,1,0
176,TRANSFER,455709.8,C1919843108,455709.8,0.0,C69123397,0.0,0.0,1,0
151,TRANSFER,338229.88,C1915521741,338229.88,0.0,C1011899331,0.0,0.0,1,0
148,CASH_OUT,288032.02,C44622712,288032.02,0.0,C1601170327,0.0,288032.02,1,0
698,CASH_OUT,2360965.74,C1859539319,2360965.74,0.0,C599318565,0.0,2360965.74,1,0
226,TRANSFER,9960382.4,C427148786,9960382.4,0.0,C1532977706,0.0,0.0,1,0
584,CASH_OUT,645135.6,C838054431,645135.6,0.0,C371291592,162359.56,807495.15,1,0
64,CASH_OUT,960306.85,C1336358470,960306.85,0.0,C89588966,0.0,960306.85,1,0
501,CASH_OUT,6183238.55,C1949843837,6183238.55,0.0,C392599315,1289583.48,7472822.03,1,0
636,CASH_OUT,146095.73,C417197262,146095.73,0.0,C1598093158,0.0,146095.73,1,0
706,CASH_OUT,265961.0,C1978041486,265961.0,0.0,C1543581230,9354076.45,9620037.45,1,0
41,TRANSFER,82806.2,C474735735,82806.2,0.0,C1737223057,0.0,0.0,1,0
694,TRANSFER,71729.96,C185217434,71729.96,0.0,C1355260176,0.0,0.0,1,0
456,TRANSFER,30548.46,C1322381590,30548.46,0.0,C876969670,0.0,0.0,1,0
701,TRANSFER,74581.07,C841535427,74581.07,0.0,C1628153778,0.0,0.0,1,0
557,CASH_OUT,111467.61,C176907849,111467.61,0.0,C1483387344,668384.6,779852.21,1,0
40,TRANSFER,31930.24,C1311186566,31930.24,0.0,C1907577066,0.0,0.0,1,0
274,TRANSFER,379057.93,C1259154516,379057.93,0.0,C605861761,0.0,0.0,1,0
663,TRANSFER,473387.81,C2062128137,473387.81,0.0,C53265363,0.0,0.0,1,0
27,CASH_OUT,1218165.88,C807604201,1218165.88,0.0,C849028719,742564.27,1960730.15,1,0
694,CASH_OUT,10000000.0,C611266537,10000000.0,0.0,C305170140,0.0,10000000.0,1,0
699,CASH_OUT,84480.05,C1511318638,84480.05,0.0,C540530453,4455890.61,4540370.65,1,0
644,TRANSFER,4438931.81,C594373709,4438931.81,0.0,C2071706455,0.0,0.0,1,0
385,TRANSFER,620512.76,C580395183,620512.76,0.0,C399005937,0.0,0.0,1,0
562,CASH_OUT,8208916.0,C135981249,8208916.0,0.0,C1929001854,543017.19,8751933.19,1,0
360,CASH_OUT,261742.96,C1019233817,261742.96,0.0,C97431469,202735.19,464478.14,1,0
201,TRANSFER,564699.59,C1524082386,564699.59,0.0,C2033959349,0.0,0.0,1,0
502,TRANSFER,73051.02,C538641339,73051.02,0.0,C1444289566,0.0,0.0,1,0
163,TRANSFER,163294.35,C1008040846,163294.35,0.0,C1284780903,0.0,0.0,1,0
212,TRANSFER,3996798.71,C1093407378,3996798.71,0.0,C1069699196,0.0,0.0,1,0
536,CASH_OUT,232565.37,C605492867,232565.37,0.0,C64627863,0.0,232565.37,1,0
279,TRANSFER,697226.2,C647787340,697226.2,0.0,C1915139029,0.0,0.0,1,0
362,TRANSFER,174.92,C1554022122,174.92,0.0,C380623487,0.0,0.0,1,0
491,TRANSFER,580387.06,C12585107,580387.06,0.0,C1287650869,0.0,0.0,1,0
567,CASH_OUT,1893451.73,C1062517629,1893451.73,0.0,C1434665173,488873.27,2382324.99,1,0
388,CASH_OUT,126848.63,C502927996,126848.63,0.0,C959311231,11722231.04,11849079.67,1,0
8,CASH_OUT,222.0,C1737727444,222.0,0.0,C588779235,24708.0,171647.35,1,0
342,TRANSFER,114308.2,C1112871969,114308.2,0.0,C1982709686,0.0,0.0,1,0
56,CASH_OUT,829885.13,C1179900921,829885.13,0.0,C2021579766,13276462.12,14106347.25,1,0
208,CASH_OUT,3864609.52,C1819780658,3864609.52,0.0,C1742930465,0.0,3864609.52,1,0
131,CASH_OUT,2540410.33,C1229867171,2540410.33,0.0,C985114937,0.0,2301330.2,1,0
609,TRANSFER,228706.19,C1931126401,228706.19,0.0,C579423409,0.0,0.0,1,0
402,TRANSFER,1301410.68,C939933921,1301410.68,0.0,C1813636275,0.0,0.0,1,0
439,CASH_OUT,3653274.35,C1052486086,3653274.35,0.0,C437308793,637138.07,4290412.42,1,0
148,CASH_OUT,99168.97,C1708206894,99168.97,0.0,C1422044374,360.3,99529.27,1,0
452,TRANSFER,227349.18,C523315738,227349.18,0.0,C1520782025,0.0,0.0,1,0
261,CASH_OUT,2241630.36,C2036950441,2241630.36,0.0,C1421192075,5951537.54,8193167.9,1,0
106,CASH_OUT,2231.46,C967408302,2231.46,0.0,C2089340835,0.0,2231.46,1,0
639,CASH_OUT,246250.77,C2080432617,246250.77,0.0,C1212610718,270734.08,516984.85,1,0
337,TRANSFER,46073.56,C1249464392,46073.56,0.0,C878074974,0.0,0.0,1,0
430,CASH_OUT,326394.8,C860160503,326394.8,0.0,C1834699516,16973.41,343368.22,1,0
185,CASH_OUT,448265.08,C968159890,448265.08,0.0,C51754444,5805622.24,6253887.32,1,0
281,TRANSFER,5393228.23,C454501295,5393228.23,0.0,C1258227821,0.0,0.0,1,0
558,TRANSFER,1268931.21,C441921841,1268931.21,0.0,C737006498,0.0,0.0,1,0
704,CASH_OUT,8813323.11,C748275134,8813323.11,0.0,C118248248,0.0,8813323.11,1,0
292,CASH_OUT,38513.19,C1225154585,38513.19,0.0,C1049265108,90999.78,129512.97,1,0
705,TRANSFER,989954.57,C546490249,989954.57,0.0,C615181247,0.0,0.0,1,0
482,CASH_OUT,1451083.08,C727140107,1451083.08,0.0,C1279293168,0.0,1451083.08,1,0
661,TRANSFER,2140888.35,C341573287,2140888.35,0.0,C1419097479,0.0,0.0,1,0
440,CASH_OUT,10000000.0,C731792064,10000000.0,0.0,C1744886336,285336.96,10285336.96,1,0
80,CASH_OUT,173782.59,C2085532500,173782.59,0.0,C1628486398,3272453.63,3446236.22,1,0
10,TRANSFER,9217.19,C184586799,9217.19,0.0,C812377986,0.0,96795.6,1,0
488,CASH_OUT,50279.4,C732624402,50279.4,0.0,C1786899731,1108375.76,1158655.16,1,0
385,TRANSFER,868004.62,C1630644567,868004.62,0.0,C183532439,0.0,0.0,1,0
99,TRANSFER,1515291.19,C1575226124,1515291.19,0.0,C1023961494,0.0,0.0,1,0
358,CASH_OUT,361877.28,C930621718,361877.28,0.0,C392213931,380179.71,742056.99,1,0
116,CASH_OUT,2066848.27,C170219617,2066848.27,0.0,C1752658199,0.0,2066848.27,1,0
703,TRANSFER,13024.95,C641545226,13024.95,0.0,C1380751348,0.0,0.0,1,0
278,CASH_OUT,240580.4,C412010733,240580.4,0.0,C265543802,0.0,240580.4,1,0
398,CASH_OUT,10000000.0,C2062946234,10000000.0,0.0,C2129872070,2246.43,10002246.43,1,0
454,TRANSFER,404185.57,C1287154806,404185.57,0.0,C351712967,0.0,0.0,1,0
321,CASH_OUT,526787.54,C17858706,526787.54,0.0,C756639057,2422.53,563605.43,1,0
109,CASH_OUT,3523089.46,C799860005,3523089.46,0.0,C1997890348,8737618.15,12260707.61,1,0
186,TRANSFER,8607089.62,C546277701,8607089.62,0.0,C680858375,0.0,0.0,1,0
195,TRANSFER,594229.77,C1261111835,594229.77,0.0,C340862934,0.0,0.0,1,0
199,CASH_OUT,295054.68,C1250562537,295054.68,0.0,C728515752,0.0,295054.68,1,0
626,TRANSFER,32382.31,C419450286,32382.31,0.0,C1968828091,0.0,0.0,1,0
333,TRANSFER,2070939.88,C1745983205,2070939.88,0.0,C754249835,0.0,0.0,1,0
235,TRANSFER,2684260.67,C1730345649,2684260.67,0.0,C1466122025,0.0,0.0,1,0
184,TRANSFER,90346.05,C1877543118,90346.05,0.0,C248812061,0.0,0.0,1,0
520,TRANSFER,53325.6,C270550084,53325.6,0.0,C1331040083,0.0,0.0,1,0
87,CASH_OUT,1083860.21,C202343880,1083860.21,0.0,C1389958255,0.0,1083860.21,1,0
625,TRANSFER,249749.05,C2136238029,249749.05,0.0,C1843224503,0.0,0.0,1,0
414,CASH_OUT,3285475.4,C959785140,3285475.4,0.0,C473805746,746119.83,4031595.23,1,0
88,CASH_OUT,337994.64,C889382301,337994.64,0.0,C3107126,0.0,337994.64,1,0
266,TRANSFER,3486005.08,C1582000733,3486005.08,0.0,C1395248561,0.0,0.0,1,0
159,CASH_OUT,474052.54,C642633931,474052.54,0.0,C372032326,29256.42,503308.95,1,0
412,TRANSFER,2425164.58,C297158532,2425164.58,0.0,C1416694658,0.0,0.0,1,0
101,CASH_OUT,127905.82,C1679438122,127905.82,0.0,C548284315,0.0,127905.82,1,0
195,TRANSFER,127342.3,C1090956083,127342.3,0.0,C1420397387,0.0,0.0,1,0
410,TRANSFER,206985.26,C1041263133,206985.26,0.0,C6898692,0.0,0.0,1,0
165,TRANSFER,1869237.83,C975058065,1869237.83,0.0,C1510104619,0.0,0.0,1,0
267,CASH_OUT,37669.14,C689652584,37669.14,0.0,C1429618952,30613.05,68282.19,1,0
311,CASH_OUT,98050.29,C1194075950,98050.29,0.0,C2037283628,0.0,98050.29,1,0
178,TRANSFER,763913.96,C604295926,763913.96,0.0,C1097845207,0.0,0.0,1,0
389,TRANSFER,173668.46,C328431178,173668.46,0.0,C1972142839,0.0,0.0,1,0
502,CASH_OUT,4758180.79,C1958197086,4758180.79,0.0,C350442116,0.0,4758180.79,1,0
382,TRANSFER,1465173.76,C166433413,1465173.76,0.0,C609529822,0.0,0.0,1,0
467,CASH_OUT,2108440.98,C858034086,2108440.98,0.0,C233159904,0.0,2108440.98,1,0
83,CASH_OUT,24412.07,C451805271,24412.07,0.0,C75671301,1564103.49,1588515.56,1,0
374,TRANSFER,243747.83,C1536431986,243747.83,0.0,C1220821347,0.0,0.0,1,0
53,TRANSFER,3640271.29,C1285761418,3640271.29,0.0,C2028641482,0.0,0.0,1,0
247,CASH_OUT,2025628.87,C1840157167,2025628.87,0.0,C760531323,914254.52,2939883.39,1,0
650,TRANSFER,230652.43,C1117030253,230652.43,0.0,C1682998072,0.0,0.0,1,0
522,TRANSFER,59250.11,C1845085414,59250.11,0.0,C1517088370,0.0,0.0,1,0
65,CASH_OUT,881811.11,C157136573,881811.11,0.0,C882992570,141736.75,1023547.85,1,0
170,TRANSFER,335859.86,C1945733096,335859.86,0.0,C2017325306,0.0,0.0,1,0
489,CASH_OUT,101081.12,C1510063116,101081.12,0.0,C772067797,1031759.71,1132840.83,1,0
462,TRANSFER,4342582.37,C1976332867,4342582.37,0.0,C1903233179,0.0,0.0,1,0
106,CASH_OUT,8999.56,C1634056682,8999.56,0.0,C46618914,0.0,8999.56,1,0
6,TRANSFER,30521.02,C903383636,30521.02,0.0,C904300960,0.0,0.0,1,0
509,TRANSFER,2656973.04,C1019433665,2656973.04,0.0,C90138221,0.0,0.0,1,0
62,CASH_OUT,724414.43,C189532677,724414.43,0.0,C741569434,223853.38,948267.81,1,0
22,CASH_OUT,37100.29,C142707413,37100.29,0.0,C63948986,433212.41,470312.7,1,0
436,CASH_OUT,4135944.29,C1649836304,4135944.29,0.0,C14138104,0.0,4135944.29,1,0
15,CASH_OUT,95428.32,C947728507,0.0,0.0,C1720721903,0.0,95428.32,1,0
644,CASH_OUT,4438931.81,C694579714,4438931.81,0.0,C672316377,20066.68,4458998.5,1,0
2,CASH_OUT,1096187.24,C77163673,1096187.24,0.0,C644345897,0.0,1096187.24,1,0
415,CASH_OUT,1675153.28,C2137951962,1675153.28,0.0,C309573869,12832.26,1687985.53,1,0
695,CASH_OUT,7435751.59,C211065329,7435751.59,0.0,C1594525511,332673.83,7768425.42,1,0
400,TRANSFER,5096946.74,C429020184,5096946.74,0.0,C639339113,0.0,0.0,1,0
193,CASH_OUT,266351.6,C1473906713,266351.6,0.0,C1133952211,0.0,266351.6,1,0
489,CASH_OUT,1189986.88,C1342251524,1189986.88,0.0,C322342819,0.0,1189986.88,1,0
351,TRANSFER,4129482.96,C1021520214,4129482.96,0.0,C1025216993,0.0,0.0,1,0
178,TRANSFER,925579.57,C431984224,925579.57,0.0,C492573664,0.0,0.0,1,0
387,TRANSFER,9110884.44,C1402670582,9110884.44,0.0,C1633747285,0.0,0.0,1,0
547,CASH_OUT,1139983.15,C992997855,1139983.15,0.0,C506708945,164063.15,1304046.31,1,0
583,TRANSFER,759701.03,C382272679,759701.03,0.0,C1390800148,0.0,0.0,1,0
122,CASH_OUT,355832.18,C348049773,355832.18,0.0,C1765590670,92057.45,447889.63,1,0
576,TRANSFER,511389.5,C1343655030,511389.5,0.0,C1411383152,0.0,0.0,1,0
44,TRANSFER,1649818.97,C369936121,1649818.97,0.0,C1347315975,0.0,0.0,1,0
30,TRANSFER,19016.22,C182136548,19016.22,0.0,C717672329,0.0,0.0,1,0
412,TRANSFER,571163.03,C250523545,571163.03,0.0,C1652699189,0.0,0.0,1,0
475,TRANSFER,9511.69,C806333119,9511.69,0.0,C922111429,0.0,0.0,1,0
495,TRANSFER,58737.53,C185461868,58737.53,0.0,C91345740,0.0,0.0,1,0
337,CASH_OUT,46073.56,C1488400986,46073.56,0.0,C152501477,1962.98,48036.54,1,0
695,TRANSFER,1305754.09,C1383489618,1305754.09,0.0,C1527197718,0.0,0.0,1,0
150,CASH_OUT,67653.75,C277332716,67653.75,0.0,C1073000277,246219.93,313873.68,1,0
189,TRANSFER,121579.98,C1949146273,121579.98,0.0,C979925906,0.0,0.0,1,0
515,CASH_OUT,12804.74,C845019567,12804.74,0.0,C1089594209,116946.42,129751.15,1,0
431,TRANSFER,966389.93,C920351883,966389.93,0.0,C870252964,0.0,0.0,1,0
734,TRANSFER,2079746.13,C303008218,2079746.13,0.0,C1140317769,0.0,0.0,1,0
611,CASH_OUT,59649.33,C452081223,59649.33,0.0,C1923665675,807552.55,867201.88,1,0
354,TRANSFER,375419.35,C634556474,375419.35,0.0,C1581571123,0.0,0.0,1,0
437,CASH_OUT,16207.04,C458723859,16207.04,0.0,C326321916,136857.72,153064.76,1,0
395,TRANSFER,134297.68,C1196367936,134297.68,0.0,C1052561148,0.0,0.0,1,0
298,CASH_OUT,488030.08,C1334025413,488030.08,0.0,C1576007778,64147.06,552177.14,1,0
532,CASH_OUT,634046.89,C1226913771,634046.89,0.0,C1276739496,985290.65,1619337.54,1,0
596,CASH_OUT,434401.5,C502036352,434401.5,0.0,C1774504207,542289.09,976690.59,1,0
610,CASH_OUT,633459.44,C1784566970,633459.44,0.0,C557127820,0.0,633459.44,1,0
311,TRANSFER,8589704.49,C1961162790,8589704.49,0.0,C111676219,0.0,0.0,1,0
529,CASH_OUT,1399724.98,C907660116,1399724.98,0.0,C1464428552,440633.99,1840358.97,1,0
650,CASH_OUT,18982.32,C742545295,18982.32,0.0,C1776178192,2207295.98,2226278.3,1,0
736,CASH_OUT,537539.57,C1804356625,537539.57,0.0,C1581411164,8034.16,545573.72,1,0
705,TRANSFER,353090.95,C1206624869,353090.95,0.0,C1470734212,0.0,0.0,1,0
231,TRANSFER,400758.85,C1881462722,400758.85,0.0,C418637698,0.0,0.0,1,0
567,TRANSFER,175203.45,C905679615,175203.45,0.0,C572787442,0.0,0.0,1,0
523,TRANSFER,121543.83,C2080970760,121543.83,0.0,C723423255,0.0,0.0,1,0
726,CASH_OUT,185529.91,C1721806534,185529.91,0.0,C878343259,0.0,185529.91,1,0
315,TRANSFER,76640.82,C1716897320,76640.82,0.0,C233158023,0.0,0.0,1,0
619,TRANSFER,293470.64,C1051179941,293470.64,0.0,C1445144451,0.0,0.0,1,0
701,CASH_OUT,79581.24,C272466753,79581.24,0.0,C547672572,143993.58,223574.82,1,0
136,TRANSFER,1457343.37,C1105946611,1457343.37,0.0,C704248437,0.0,0.0,1,0
118,TRANSFER,1812161.42,C1720181306,1812161.42,0.0,C498618435,0.0,0.0,1,0
580,TRANSFER,2925111.67,C542286899,2925111.67,0.0,C1537390237,0.0,0.0,1,0
191,TRANSFER,132294.93,C1222456458,132294.93,0.0,C194390242,0.0,0.0,1,0
460,CASH_OUT,998086.61,C175000067,998086.61,0.0,C1507172682,440777.77,1438864.38,1,0
386,CASH_OUT,10000000.0,C634268681,10000000.0,0.0,C879312587,1950323.28,11950323.28,1,0
595,CASH_OUT,236914.77,C1406154490,236914.77,0.0,C423223953,175716.84,412631.61,1,0
594,CASH_OUT,1592602.27,C1309793082,1592602.27,0.0,C1658727792,561920.93,2154523.2,1,0
374,CASH_OUT,7466.12,C1178286288,7466.12,0.0,C626411479,0.0,7466.12,1,0
605,TRANSFER,251118.04,C1837848776,251118.04,0.0,C119259664,0.0,0.0,1,0
600,TRANSFER,2095699.93,C276670943,2095699.93,0.0,C653396783,0.0,0.0,1,0
315,CASH_OUT,4713935.64,C791079404,4713935.64,0.0,C62464448,529413.85,5243349.49,1,0
691,TRANSFER,473086.28,C1621962604,473086.28,0.0,C2071195320,0.0,0.0,1,0
530,TRANSFER,148680.12,C1687894218,148680.12,0.0,C943795253,0.0,0.0,1,0
701,TRANSFER,1947831.96,C83368332,1947831.96,0.0,C195897320,0.0,0.0,1,0
38,TRANSFER,21367.0,C1884262933,21367.0,0.0,C69223691,0.0,0.0,1,0
741,CASH_OUT,48442.88,C1706094385,48442.88,0.0,C2109905271,513746.19,562189.07,1,0
727,CASH_OUT,815384.83,C1882634733,815384.83,0.0,C1883460887,1620575.26,2435960.09,1,0
434,CASH_OUT,1307156.17,C1140455895,1307156.17,0.0,C1640699182,273026.12,1580182.28,1,0
326,CASH_OUT,424962.9,C191725289,424962.9,0.0,C1157386392,322327.23,747290.13,1,0
87,CASH_OUT,115461.48,C1329935528,115461.48,0.0,C1434520582,21619.28,137080.75,1,0
695,CASH_OUT,1305754.09,C288815046,1305754.09,0.0,C1715910544,0.0,1305754.09,1,0
436,TRANSFER,2388542.02,C445035011,2388542.02,0.0,C1352079459,0.0,0.0,1,0
537,TRANSFER,266546.68,C1561774472,266546.68,0.0,C351398995,0.0,0.0,1,0
664,CASH_OUT,64181.21,C328238019,64181.21,0.0,C801596045,0.0,64181.21,1,0
501,CASH_OUT,1254775.16,C250375030,1254775.16,0.0,C826954839,105384.01,1360159.18,1,0
403,TRANSFER,2371324.81,C1838733636,2371324.81,0.0,C1533106811,0.0,0.0,1,0
42,TRANSFER,3569720.42,C1985844506,3569720.42,0.0,C440567141,0.0,0.0,1,0
502,TRANSFER,613020.85,C64369214,613020.85,0.0,C189270859,0.0,0.0,1,0
326,CASH_OUT,618381.01,C1411461059,618381.01,0.0,C2146664506,856512.38,1474893.39,1,0
362,TRANSFER,60450.18,C2059535727,60450.18,0.0,C214810405,0.0,0.0,1,0
350,TRANSFER,2728625.68,C2079148298,2728625.68,0.0,C807091049,0.0,0.0,1,0
523,CASH_OUT,5999376.79,C2134635077,5999376.79,0.0,C1893331060,197460.17,6196836.96,1,0
476,CASH_OUT,468599.79,C360538311,468599.79,0.0,C1834951696,37278.5,505878.3,1,0
192,CASH_OUT,306213.63,C1331582731,306213.63,0.0,C2141057389,1489690.35,1795903.98,1,0
86,TRANSFER,6972164.97,C384245570,6972164.97,0.0,C898480186,0.0,0.0,1,0
467,TRANSFER,269722.42,C280460099,269722.42,0.0,C1478799121,0.0,0.0,1,0
458,TRANSFER,167806.93,C1165837899,167806.93,0.0,C2049883242,0.0,0.0,1,0
58,CASH_OUT,561948.38,C1424142386,561948.38,0.0,C248271098,30911.97,592860.35,1,0
643,TRANSFER,3092085.39,C1658683875,3092085.39,0.0,C137816170,0.0,0.0,1,0
56,TRANSFER,42789.93,C353411083,42789.93,0.0,C803277933,0.0,0.0,1,0
465,TRANSFER,563388.67,C1663837850,563388.67,0.0,C76747824,0.0,0.0,1,0
15,CASH_OUT,164500.81,C1689700172,164500.81,0.0,C149696600,685636.21,850137.02,1,0
152,CASH_OUT,2175288.9,C1157904432,2175288.9,0.0,C2053528255,92900.39,2268189.29,1,0
591,CASH_OUT,906270.63,C1392276809,906270.63,0.0,C1315942882,221709.79,1127980.43,1,0
66,TRANSFER,813133.35,C718215446,813133.35,0.0,C1200993280,0.0,0.0,1,0
405,CASH_OUT,70382.18,C1251317715,70382.18,0.0,C1458984596,999649.42,1070031.6,1,0
305,TRANSFER,456930.88,C71043059,456930.88,0.0,C1737929512,0.0,0.0,1,0
736,TRANSFER,3912252.81,C1027836426,3912252.81,0.0,C1420360945,0.0,0.0,1,0
9,CASH_OUT,556218.01,C589143360,556218.01,0.0,C1992550266,0.0,582265.81,1,0
714,TRANSFER,69724.85,C50671778,69724.85,0.0,C670607251,0.0,0.0,1,0
547,CASH_OUT,594471.04,C1345990968,594471.04,0.0,C623395017,1788456.17,2382927.21,1,0
259,TRANSFER,507521.42,C1428068885,507521.42,0.0,C883314013,0.0,0.0,1,0
289,TRANSFER,87219.11,C1011829657,87219.11,0.0,C452349512,0.0,0.0,1,0
45,CASH_OUT,357836.57,C198543509,357836.57,0.0,C824285986,51217.85,409054.43,1,0
187,CASH_OUT,7196174.56,C1906024708,7196174.56,0.0,C252431988,14743.59,7094510.52,1,0
83,TRANSFER,24412.07,C287098370,24412.07,0.0,C905119100,0.0,0.0,1,0
621,CASH_OUT,348751.45,C983383771,348751.45,0.0,C56482072,698.29,349449.75,1,0
170,TRANSFER,147649.37,C220889804,147649.37,0.0,C1303263986,0.0,0.0,1,0
206,CASH_OUT,990630.25,C866722579,990630.25,0.0,C1551990809,332494.61,1323124.85,1,0
9,CASH_OUT,1055.0,C1764109750,1055.0,0.0,C1522743169,75179.0,0.0,1,0
730,CASH_OUT,0.0,C2088151490,0.0,0.0,C1156763710,0.0,0.0,1,0
84,TRANSFER,351912.04,C2080405171,351912.04,0.0,C1544738688,0.0,0.0,1,0
12,TRANSFER,1041647.06,C345293642,1041647.06,0.0,C937194908,0.0,0.0,1,0
637,TRANSFER,246280.14,C1198680659,246280.14,0.0,C2025541637,0.0,0.0,1,0
175,CASH_OUT,895565.06,C763112814,895565.06,0.0,C1338000505,100335.14,995900.2,1,0
271,TRANSFER,279776.54,C573479496,279776.54,0.0,C809970708,0.0,0.0,1,0
154,TRANSFER,4530.71,C525094295,4530.71,0.0,C1227140527,0.0,0.0,1,0
636,TRANSFER,222517.07,C1817714534,222517.07,0.0,C1843295387,0.0,0.0,1,0
599,CASH_OUT,1074.81,C311553753,1074.81,0.0,C832994416,0.0,1074.81,1,0
227,CASH_OUT,2815893.17,C716780385,2815893.17,0.0,C2047944461,104430.53,2920323.7,1,0
137,CASH_OUT,417217.89,C1644589912,417217.89,0.0,C671189136,2468054.62,2885272.51,1,0
656,TRANSFER,283121.68,C817947790,283121.68,0.0,C1736479998,0.0,0.0,1,0
634,CASH_OUT,9168747.51,C2104655508,9168747.51,0.0,C1149132986,332348.14,9501095.65,1,0
680,TRANSFER,674541.55,C418612921,674541.55,0.0,C1678643281,0.0,0.0,1,0
413,CASH_OUT,8536151.16,C1712280078,8536151.16,0.0,C865601051,339032.24,8875183.4,1,0
59,TRANSFER,2050727.81,C721700955,2050727.81,0.0,C1996747267,0.0,0.0,1,0
233,TRANSFER,597411.76,C2113853115,597411.76,0.0,C338573575,0.0,0.0,1,0
162,TRANSFER,436906.22,C1270175707,436906.22,0.0,C524442031,0.0,0.0,1,0
15,TRANSFER,696763.08,C968403759,696763.08,0.0,C1524019269,0.0,69861.26,1,0
34,TRANSFER,1462355.44,C2112073607,1462355.44,0.0,C399994587,0.0,0.0,1,0
200,TRANSFER,5393290.34,C1392488521,5393290.34,0.0,C163718633,0.0,0.0,1,0
549,CASH_OUT,29473.67,C481578006,29473.67,0.0,C114865271,32212.58,61686.25,1,0
69,CASH_OUT,7728992.56,C403242634,7728992.56,0.0,C61990291,340622.45,8069615.0,1,0
595,TRANSFER,76732.89,C1422736429,76732.89,0.0,C420728464,0.0,0.0,1,0
599,TRANSFER,1074.81,C111480828,1074.81,0.0,C1848921625,0.0,0.0,1,0
260,CASH_OUT,296977.69,C1809361448,296977.69,0.0,C1711814991,250713.43,547691.11,1,0
374,CASH_OUT,115125.3,C908924241,115125.3,0.0,C1546609345,8601839.76,8716965.06,1,0
503,TRANSFER,993088.06,C1645429111,993088.06,0.0,C1386808946,0.0,0.0,1,0
