Transaction ID,Transaction Hour,Transaction Amount,Account Age Days,Is Fraudulent,y_pred,y_pred_proba
fe91e4dc-f31c-4e1e-83a7-747d46b36199,7,18.8,246,0,0,0.1291840977436628
f6ce331b-272a-4882-bdbd-398b64d578d6,13,30.23,365,0,0,0.23974730363068
8dcdfa77-81ce-464e-b707-03b812cff59b,7,62.9,90,0,0,0.2568193119626623
10406ddf-5f54-4eb4-9836-b218349e8940,2,445.12,269,0,0,0.3087593847729543
0df871de-66b0-448f-ae81-9b852a1d432f,1,187.15,41,0,0,0.3871031808177813
949a20f5-ad6f-48ac-acc5-70867bfd51ce,20,91.27,76,0,0,0.1174302004157807
4a423d5f-a286-4eb4-96f8-d4a2bd725e14,16,101.82,353,0,0,0.342127714880011
08538f9a-2910-4ff3-be7a-580fe6eaf469,7,80.46,222,0,0,0.2535204363666153
00d51c0c-2688-4dfe-83f4-f5002284c95a,12,356.69,48,0,0,0.3079522798279822
8e0b050e-5237-4fb1-9d43-1747b771d665,22,152.52,365,0,0,0.3547843696623964
b17b9b8f-7725-451d-af37-5415928054a2,1,40.27,115,0,0,0.3548801615597743
32b8755d-53df-4ccd-ae45-870696e222e0,4,755.15,208,1,0,0.4446087520539967
715a940b-8a67-4c25-b60c-7e12114ee971,13,15.52,26,0,0,0.1865880815019547
7de45e29-6cbb-4905-9960-2a0e8a9aa377,19,129.36,65,0,0,0.3265953742804064
4c0880a5-cfda-4cf5-9107-8c80b92a4e1f,20,320.41,20,0,0,0.2403483607844519
a53a8139-d478-451c-94b5-6a9cbf1e8b0f,17,602.14,87,0,0,0.1748347836414721
8c320883-74fd-47c5-90f7-205475efb105,19,184.93,164,0,0,0.3462506047939213
04b03731-4bbf-4eb3-a753-886e05564786,23,207.95,158,0,0,0.2168898624367841
462710dd-946d-4bfe-a6cf-b3186410e270,21,159.59,261,0,0,0.356488652367703
c2f4cf03-befc-48de-bc48-f41cf9c4739f,10,101.51,197,0,0,0.1838909407933501
7c650f40-1e7b-4db2-a937-629f219ae67f,16,2335.15,58,1,1,0.8896339002541298
267603af-017c-453a-a769-758b66169b7e,10,100.78,172,0,0,0.2989851327055054
fc19e5d4-b84c-4a44-8e6e-4a85a8575083,6,111.31,62,0,0,0.2453064326658161
c3df8bff-3494-4326-8da5-dc8860a6acbb,1,45.12,249,0,0,0.3624141795319195
e9bcdeb6-484d-4c8d-955c-7a58d66bcd2b,17,32.57,168,0,0,0.3326709545829829
bd8d62e9-6ae2-4443-b085-9a1a1e45ccc6,10,344.28,55,0,0,0.0442880267501812
1d89c789-f951-49c8-a5a5-e339410383a2,1,636.38,153,0,0,0.3432848785581942
aed4baf6-eeb4-4c77-b62f-c68c14318287,3,734.35,4,1,1,0.6648287651520031
fa81e250-f892-4dc1-9f7c-50dbff4a3c22,19,43.13,331,0,0,0.0143371158795977
c820ea2b-a5c5-4ce5-8b01-3cb4115d338b,10,182.43,69,0,0,0.2613001570465918
a2e68656-aa61-4117-bcd0-e895bfdd71a2,0,161.53,192,0,0,0.2795451597826829
486865de-872a-4b63-82de-d59fdb1cee19,21,21.61,33,0,0,0.0259750151762836
dc52511b-bb81-44ed-bc04-10d21e4aed84,22,85.26,140,0,0,0.1450102720724591
ce7bf70a-217d-406a-800b-750e47f94d27,22,80.41,316,0,0,0.2498207814048069
2a8d7738-a37a-4000-941c-92fbb7df8421,1,177.24,114,0,0,0.2100736490224998
044cdbfa-cd99-49e5-a997-c82fe07f6f76,22,131.24,133,0,0,0.3541151748200618
bc5072fe-2cf0-4a68-974a-d30783fc72fc,0,297.48,260,0,0,0.2706091142359639
b1cc0b2b-317b-4dfe-9ee1-3c2ebc9f28e8,19,720.92,360,0,0,0.1879898067810662
a1b95c5d-8a96-48be-b225-5952531f1ff7,9,153.38,222,0,0,0.2269313280630891
5b3c764f-1616-4c93-954a-c5b672d811cb,23,47.01,79,0,0,0.1631096966409811
3dafe293-3b2e-4c1a-be4c-1200481a91e5,3,657.35,284,0,0,0.0744429591584782
dd122977-ad19-4687-88bd-f036b913a4c3,16,198.29,126,0,0,0.2433206353321139
61195b8a-290f-4809-83a0-609c042da74a,9,216.38,281,0,0,0.2369097248525272
3131c9f2-156d-4776-bcde-bdfa533972f1,5,1828.6,5,1,1,0.8555535970864998
03ab148e-51ef-4689-bee1-58c54820d9f6,4,119.72,307,0,0,0.1826933343457074
971896d4-32e8-4d7b-b77b-b2c3f74c2d4f,2,79.33,263,1,0,0.4702464290267193
78b94a70-b9f8-47a8-9b0d-6391363b6cc0,8,81.85,345,0,0,0.1357543586433896
ad036eb2-3122-49c0-9f1d-66d78f3e1748,16,61.61,342,0,0,0.3596357075522099
8f83b875-2337-4847-aca9-ad82e2299ba0,9,124.12,47,0,0,0.0323529292200693
d3bade83-a9b3-4eea-a392-f326e1bf3a21,4,460.8,3,1,1,0.6926550437542964
b59efa2a-e699-4335-b64b-13694d7c96d1,2,102.58,323,0,0,0.0959795129531718
8060519b-d9f0-42e1-a8b5-6db1a61ce306,15,688.04,265,0,0,0.1513196953410065
1b56b1c1-db5d-46f9-a251-e3cf8846bc67,19,206.33,114,0,0,0.0590932119065063
8f0a8cc3-6fbc-4273-b5e9-015455a04c06,6,363.43,78,0,0,0.2219753436167967
0c8c7171-bc76-4f5d-b372-07215353eefc,17,357.17,112,0,0,0.3689469645795718
2c6456ed-d253-43fe-92c9-e88a8c4c744d,2,134.8,322,0,0,0.3796749320073173
89b6f304-00a1-475a-9b31-e64ba07f3647,5,34.1,134,0,0,0.3448884882071175
7b194ef7-8251-4681-9b20-494bf0cfe634,23,44.82,316,0,0,0.3149841681532354
782014ea-93a9-44f0-836c-ddea086b2d8d,3,104.14,199,0,0,0.1715983695175215
2f04d319-01ed-4a94-a903-986c7eb2fadd,7,220.02,218,0,0,0.3772867901609562
9d8d356b-d73c-489f-983e-e1eb1b7d2195,20,61.32,130,0,0,0.3154248908905345
2d47c478-2724-4ec0-b217-ff19f34fd65f,8,426.09,268,0,0,0.3426301302429431
3034c9cc-2789-455e-8cc0-192e586e4633,15,97.18,282,0,0,0.1187190541501189
d9ee4902-f9e4-41fe-8496-ccdde6e7564c,0,37.37,249,0,0,0.3445034871806178
422468a3-24bf-4f40-94a7-696e441229e7,7,287.34,44,0,0,0.1757982081404647
6f18c648-1b04-4c0b-a555-804c2fb98c34,11,16.6,26,0,0,0.1347987154046662
6ad6cfbc-e560-4232-ab9f-e38b94bfbf5c,11,56.34,286,0,0,0.2142238210760185
65fadbe6-93eb-42e9-b273-37d0a1f66aee,1,50.43,168,0,0,0.0518900345754377
21e71a3f-c74a-466d-bacb-10bf499c3ac5,11,19.53,35,0,0,0.0753088411875882
817aa7da-b17e-4cd1-9028-88e0cd57cadf,20,207.57,137,0,0,0.0870064896665223
d2d7dc82-0a99-441c-afc9-49eff933f356,6,36.28,156,0,0,0.2634802732002506
90029b3a-2174-49be-94dd-68ed3c9d869f,0,679.49,322,0,0,0.383500707319663
7b179d78-a545-4bb5-82d7-87c292a4b537,5,404.35,272,0,0,0.0262546650920053
b12fefcf-0c4d-40b2-96c1-00eb03f5e5f9,18,411.14,5,0,0,0.241442166741198
3f5af559-167f-4049-b9fd-9a6e577c1f5e,17,75.32,302,0,0,0.0030677656079102
89f2b5f6-5156-4e32-830a-54d62aa29394,7,141.64,59,0,0,0.1189024605458357
3e76327a-271b-4dc7-ac5f-9cfe114656b7,0,130.38,52,1,0,0.434724713184985
850afaf2-8bfa-424e-8c53-6fe9f5567bfb,2,676.77,361,0,0,0.0160191529314382
95953934-6226-4005-a099-6b40e335f5e1,17,712.17,20,0,0,0.3469419419965275
127e0ddd-b352-460e-8bdf-7b593fda3875,23,270.01,119,0,0,0.3404744488884729
b118ece8-8786-4014-b5e9-baf796ca42c4,22,233.66,119,0,0,0.2306242575292417
9d960ef5-e1b5-4f3d-ada7-ca3f1eab2346,20,148.25,180,0,0,0.0481969572060627
da2ea54c-2945-4378-b241-e5bf410083f0,10,161.58,204,0,0,0.1477520039412168
55474816-818b-44ed-8a54-bc42817964c5,19,139.89,175,0,0,0.2531504075192307
b469115d-e7fb-497c-92d1-6a219ba4512d,16,294.93,153,0,0,0.1172950861314629
a803d430-4b6d-44c7-8348-03872cace029,16,332.51,334,0,0,0.3771179638283889
856971be-daf8-4a0e-87d3-c3ce69b9bf0f,14,70.56,310,0,0,0.304093904938657
971696d4-f886-4bbe-9f93-3161141436a5,6,77.05,100,0,0,0.2529878562864172
377f3639-741d-45fa-a94f-2631a09fed8d,23,87.83,310,0,0,0.1847910135226363
6979705c-4c28-43d4-83bc-4dbd6a6c492b,4,56.33,356,0,0,0.2854695118600406
8791c3a0-d841-49df-98ba-f9e3ad74388b,23,700.27,32,0,0,0.0157864564061723
3127573d-5268-402e-9209-c2d75c89c17c,3,170.46,22,1,0,0.4236632016293293
d0f7dbd3-0fd9-4977-91c2-b52b793ada25,0,123.47,184,0,0,0.0873542271580219
aad40bed-7b31-495f-8fea-80f283048075,12,316.23,149,0,0,0.0847691709106614
cdd47d75-715d-4b63-a683-6616c2775ece,21,314.17,58,0,0,0.3206151631829648
29e70fe5-bce9-48a7-b716-1c9eabd6a3c9,1,11.23,129,0,0,0.0329082739473124
707f3f89-f361-4424-9448-d5bb74d940c0,4,390.18,23,1,0,0.4851685745752512
d5e29045-8856-4049-b474-e505e540a22a,12,32.74,201,0,0,0.2725554754672032
afbbfff6-fbb0-4cb0-8a3a-e9e776d6b17c,11,112.18,190,0,0,0.1595219022110201
3f6bfb68-74b0-459a-9160-a5e9597a7bbd,14,178.88,94,0,0,0.2313381984161056
258ed3e7-3246-4577-929c-2d9f8a19b7ea,8,324.21,80,0,0,0.2855537551660783
a8ab4d89-6c37-410a-87a1-4c829ca5b036,22,340.24,1,0,0,0.0982358884188818
285f57d3-9ae8-4e3b-852d-4dc665e7c7cd,11,384.67,104,0,0,0.0169939493394331
e0052eba-4504-4c0b-ba51-772593d0d7b3,11,155.21,60,0,0,0.1957570154805535
e670b98d-3f3b-49ee-9317-c4ab914da1e6,11,35.63,149,0,0,0.3454575428179371
0e05a6d3-77cc-4693-bc97-4cedbe62ed71,8,247.57,309,0,0,0.1908894071356324
5770cec6-7420-4817-9745-951cf823e5e4,19,309.56,155,0,0,0.2496313587592563
e5a9d633-2d62-4c52-8d9b-d0b1706beccc,20,390.55,123,0,0,0.1325037184294131
b317126e-4d5b-4d53-85dd-ece2832eb3c7,15,189.68,79,0,0,0.0576167921250783
af074138-2d25-425a-aef3-a3a12e7b2bea,0,328.4,142,0,0,0.2278887914927867
a07b9759-7926-4a61-a898-e0ce08bbf29e,23,392.28,26,1,0,0.0860999747171369
dab7b1b5-b00e-4902-8780-ff4c3751bf3a,23,59.7,55,0,0,0.2962024160943233
b1661d29-9057-45d2-b8b8-b29039ca0052,3,58.01,258,0,0,0.1743791611583714
30122eb3-aef4-4f8c-8788-31bb461ec9f3,18,372.33,287,0,0,0.3077984047221176
30d6f7e3-1270-40c3-9659-16942eedf43a,21,127.13,350,0,0,0.3156597484021087
237f7d2e-df92-44b5-8506-7fc195ade24b,6,524.4,64,0,0,0.1641239412787056
5cc81e10-70ee-4d94-8c6a-9e6526ab3c01,22,69.05,185,0,0,0.359725086242136
4f2fd087-001d-493a-80af-5883c61bc580,17,128.13,263,0,0,0.020341257249811
f3cc7c36-598f-49f3-9101-e4993bf6adad,15,10.09,12,0,0,0.2357606502136432
acc4193d-f14e-48dd-b1ec-20740180ccef,4,281.51,9,0,0,0.3135912654179628
e228ed99-a6a9-40f4-a12c-67b49e5a205c,20,27.91,307,0,0,0.2930132412034274
40270318-ccac-41cb-8731-47313c8dfdc5,5,438.35,25,1,1,0.7464812999622035
2a952194-1b47-4988-985b-ac220081efaf,19,59.91,196,0,0,0.0112606523658914
25f44628-4c38-4b34-a579-553031925df4,10,210.48,223,0,0,0.1029667172170298
5b24066f-1f38-493d-bad0-17347ec02770,20,408.01,272,0,0,0.0901131324780881
5b80a537-8bf7-45ef-99d3-e030b922acdb,10,109.06,130,0,0,0.2418637452107521
9d5d5308-0eda-49d1-a8dd-b6b4ee0e707e,21,384.8,64,0,0,0.2984417367467167
370d6f58-0d13-482d-9088-9d932e11604d,3,206.21,311,0,0,0.0878823721949934
f9fcabb6-b85a-46aa-a457-560bab2e7234,13,125.43,350,0,0,0.1042976776532056
5cf9b0a3-e0e8-4d14-b8ec-5bdfe5ee53a6,10,59.28,27,0,0,0.1528672683972925
8a04b0a0-ac6d-4078-b726-ed166a6b0efd,4,62.54,110,0,0,0.3685903291145101
915932c3-b354-49e8-8545-23433eedf8c4,11,251.02,244,0,0,0.3472199217962372
86de01a6-4ab5-4bc0-bdb4-78d1187d5a79,3,557.11,264,0,0,0.1530959588438488
edeaf372-198e-4fb7-b237-66117219b269,11,448.74,316,0,0,0.1574040326684204
7ba25117-d88e-4317-a127-82ae470df980,8,35.8,339,0,0,0.2846673387932202
a89a0bc3-ffe9-4bc4-b103-b4e0e181577b,21,277.55,20,1,0,0.2161811830210295
e324ff7b-29b3-4e72-9c63-0d0b881e9e37,13,196.54,244,0,0,0.2215966012744117
dc7b45d9-597a-418f-b869-7f64ad19ec15,9,105.93,278,0,0,0.2556683233414826
4885f9b5-6554-49c2-9ba8-ca41081503af,6,107.12,144,0,0,0.0688586809196329
62b1d3c6-9673-412c-83b4-c62174ac6ef9,15,251.27,31,0,0,0.016517766575834
667c1555-6eec-45f0-bb64-dcc12815ed24,14,20.45,132,0,0,0.1294202546880937
5c9211de-9839-48ed-a6d3-dd82325a7828,16,13.08,37,0,0,0.0108720865057215
3c9b2c8f-0ef8-46c9-b495-38bda677aa8c,5,61.41,68,0,0,0.0012352782767861
f9723e06-d29f-4163-b44e-19aed0175dc2,21,375.39,130,0,0,0.3749664568956423
f1da0031-2dc3-4cfc-a3fe-4ad6d9e5434d,18,28.64,29,0,0,0.3664563801728671
45c44a2f-0c94-41aa-8eca-eaadc7cb33bf,16,75.3,110,0,0,0.2061042163661492
4cd7db15-c22a-4ddf-a49c-2a0abad9ae2f,1,221.96,157,1,0,0.4259806248667188
e9bc2baf-86c8-4579-a423-05c26234d84d,1,290.89,24,0,0,0.2734432320734589
e8a0c7e2-8669-4173-a973-1f6df4ff4c5c,22,113.35,105,0,0,0.1453197138132917
38def0a5-4d8f-47d1-8105-e45e351a5ce6,6,83.14,77,0,0,0.0544866097335281
d049e9c7-6896-4849-be64-a4f86a5c5f76,2,32.2,176,0,0,0.0293683024710984
a38769a4-734e-4c74-9c20-147a7567462f,17,34.52,197,0,0,0.0860624453009439
2c334178-8031-47ba-8020-a83c1c1811b8,15,419.42,274,0,0,0.0721631102163713
74488937-2876-40d5-98c8-df6e4db2c25f,5,118.52,145,0,0,0.079802018519827
e29d2e7f-6166-418e-bcfa-3cc265f5cd97,6,302.09,314,0,0,0.3428931450229451
fb5c5ea2-b437-41f7-bff2-ed0bde347fe7,18,24.41,251,0,0,0.0553356461047274
0186607a-a548-47d6-b13d-e31f7971bce3,3,357.74,311,0,0,0.0941919688807143
514535e9-614c-4d92-948a-8cddd86dabf6,7,265.56,218,0,0,0.2984037816024103
b23dea2c-9b79-465e-821d-9dbfd00836ec,1,427.25,355,0,0,0.112203881541421
453d6b1c-bebe-4f90-b0eb-9b2263fa3479,22,79.41,351,0,0,0.2187579792776422
2b9b3f72-dde5-47ba-a4cb-dc092de5d7b3,23,127.6,256,0,0,0.1033827370395977
2a40968a-5cc4-4dc9-a220-8ff2eff7f4cb,19,35.51,43,0,0,0.0794139240891703
3ef25633-5208-423c-b2ce-1f997ab9e808,8,42.2,90,0,0,0.1861097189059422
d0ed39a1-ffbb-4dd2-a3c1-44b765ff8959,4,54.8,313,0,0,0.0095192763330173
26addf3b-a3bc-45d8-a1c1-2b1fe1d3032f,17,63.23,285,0,0,0.1865502212394993
05684f74-271b-410b-a5f4-f26fa6ecedb7,7,116.36,351,0,0,0.0709566947302461
a77d184e-b6c2-4a66-a38d-bfb480e0fe61,21,11.9,59,0,0,0.1371488878137241
b79cb77c-5012-4fed-97be-6a8f9382d490,3,31.66,105,0,0,0.2997558917408678
0e59f94d-b4ff-4865-8c63-606b982af8ca,22,542.56,110,0,0,0.3281901893193069
b28275f6-04a1-432f-8bdb-903ff4fa4385,16,513.52,137,0,0,0.2386479919896144
000702d5-ab62-467d-9c1c-a27624013b7c,3,35.25,322,0,0,0.2354905285409954
c7f3eb91-7079-4b49-a7bf-f123003ca5d9,13,205.18,305,0,0,0.1086032233121427
71eb3f2d-5e44-411d-8a86-ff2f95250230,19,55.28,289,0,0,0.1857501830090262
5b44b007-63f7-48c7-bbe0-3e535150d3ee,17,141.22,280,0,0,0.1315871974893116
c482c482-5e79-4145-b318-ab202b64731a,3,360.37,120,0,0,0.3894990709566975
cf1bd5e3-4793-4154-9446-e8780a05de10,15,232.45,213,0,0,0.3029918520658859
37288325-0aa8-49c5-836d-6fb7d0cf3b0f,21,590.86,309,0,0,0.0752869988882893
f6e6c1f9-b0b1-4805-a238-c0e4a1801367,17,20.37,197,0,0,0.2020353099933008
021c8353-f09e-4c7b-96ba-b6050fd9ee31,6,328.57,115,0,0,0.0344896762750908
cc8dfd17-860c-459a-8aae-5becdefea53b,21,67.31,98,0,0,0.0874528964558615
814740c5-bb4d-46dc-9a7c-84afe1518f66,8,393.29,113,0,0,0.3178599819910492
e7f3654f-076d-4a15-a1f8-74069c8a2f0e,9,315.2,291,0,0,0.1348321844828733
df050c0d-2682-435c-a7b2-f02f08c892cf,6,22.28,306,0,0,0.3894547925153283
e38659f8-37d5-415d-bbfb-443b715ca9f1,19,146.67,121,0,0,0.2730356267528389
a10b5209-b471-455a-9e3a-583004c21088,23,83.89,6,0,0,0.1551135484396611
fe99f8ec-7802-4547-ab60-100ce2c8d895,0,326.45,176,0,0,0.3086173570595992
f7aeb20c-22d9-450d-8f72-f0745226cd46,18,197.9,236,0,0,0.3137706219486132
0c258e6e-6c97-449a-94ff-a6d798cc0838,5,203.44,223,0,0,0.3266295504831145
f9c0b003-5079-4b94-8af7-b7099b4f9b8f,11,150.96,243,0,0,0.0921775030698761
77506390-ed41-423a-9f4f-3cd5cd503bec,3,139.7,157,0,0,0.1424740088217968
87452e5e-eb69-4258-8765-9ed975cf4878,14,99.26,260,0,0,0.2557685898722703
129b4bfb-95c8-4129-b357-419ba04e86e8,5,428.93,83,0,0,0.3338102345155619
620b07e6-627f-43af-af1c-f42ba4830545,20,832.91,229,0,0,0.3648880291906633
0717b5a9-bff0-4526-b847-455f42c28680,3,47.97,7,0,0,0.1942065992170341
47ac489d-a44a-46d3-b830-d3fd37b38d80,3,147.03,16,0,0,0.2681873529990725
843f061c-500b-4139-b2fc-e7fa091b6627,8,46.41,194,0,0,0.36617580062971
a2a4ab57-650a-45b6-af9b-62562420f88e,5,544.48,163,0,0,0.1948581591463431
ae15ba51-0438-44ee-91a1-d49206d6ee37,2,152.71,300,0,0,0.0557774531220059
92a2516d-b4ba-4153-8db2-8b4803d5eed4,20,120.71,67,0,0,0.1378685662136348
0e30b2f6-0f96-4a11-ba8b-96113fd99b96,8,130.83,328,0,0,0.0299475452887081
b9acad85-a68d-4713-928b-4d6a4d75c133,13,60.41,136,0,0,0.1138362026412906
0b9e30c3-c32c-468d-9fdd-29d8659e5214,16,127.95,113,0,0,0.1705052112049587
3d54cd94-d32b-4333-a52e-a3a4f15288f6,18,142.31,158,0,0,0.1378092192773118
14383618-cb7f-46cf-8fdb-a8b133987bdb,9,129.65,166,0,0,0.2930011015308444
3bbf4bc6-a12c-4e5e-9688-964d3fd2e58c,5,407.64,32,0,0,0.2097449139594527
8b49696c-1b5d-4764-8c4d-53207d287e72,4,140.75,353,0,0,0.2306112109721251
f888146b-6d92-49e2-806d-098a3df0e864,7,247.96,303,0,0,0.3253078310076018
4eba79b6-f764-4b7d-8ee7-9b083d47e682,13,214.85,2,1,0,0.0758951775598283
a271fa6e-f841-45ea-b3d9-76150d89ff6b,14,558.6,137,0,0,0.3040665087288106
55774973-cd15-438a-aa5c-9fd0bb31633d,7,72.93,230,0,0,0.3592932276390932
3e02d973-be61-4855-ae04-8d5d1a52f722,11,431.01,241,0,0,0.127808109892981
f4074e9a-ba58-47e3-8cfd-e3cea761307d,3,252.8,299,1,0,0.4803904227792115
4e5c3fdf-b6c0-4d8e-b862-b3c3b917eeca,23,222.0,90,0,0,0.0539214222676502
e4f236a6-18a4-4593-a92e-7186b74f8f42,9,76.14,42,0,0,0.2813421156447686
38d8887f-e108-441e-875e-d7d969d26b7d,6,194.52,350,0,0,0.1968874881482732
635c2062-dcba-476c-8e95-20fde7a4a165,5,242.38,175,0,0,0.0799642155401141
2576e8c4-23fb-4a03-a88d-00fed6d6b4ad,7,149.38,353,0,0,0.2263091834291734
0299c42f-55b0-49d3-8016-63e886886696,8,163.73,93,0,0,0.0838586719287455
894b9e16-cb45-4235-9e22-1b76ad36c304,16,397.79,260,0,0,0.2772693915870616
cfa9161d-eede-475c-9e24-d3f1edbae6b0,9,54.32,20,0,0,0.2439859134547197
6e50bc16-a3cb-47ee-baaf-202710f997f6,12,44.99,328,0,0,0.0945894226964329
c202668c-f27b-45dd-aef6-30dbb306907b,9,14.09,13,0,0,0.0695152464422712
cec73126-2bba-4c5c-9c4e-574b24ed4627,6,449.8,341,0,0,0.2654341621681907
9df32465-d20c-416e-90fa-223dbd7c85a5,1,233.66,249,0,0,0.1777538072327934
c1d9bbd4-cf89-4f3e-8306-ed42af4cacd3,13,136.58,138,0,0,0.3204789562719222
effcc5be-85c1-49f0-9eca-9915d5794088,5,78.9,268,1,0,0.3191843156064359
f63e7d55-fef8-4332-9bd6-4baca18d8a1b,18,147.39,350,0,0,0.3052548332351006
78ad798c-46a9-4b80-aff5-c6f4e1164ef9,9,314.71,147,0,0,0.366692767845567
8154a798-f4dd-49ce-871d-67b7fb4c5740,6,327.38,166,0,0,0.2715644236006506
1c81e804-30b4-4594-8882-a3fb1ab9fedf,23,17.31,131,0,0,0.0445723257011291
6b4eb101-e126-44b9-8974-a75e5c248f4e,21,85.01,24,0,0,0.3310419790403914
da10d12c-5000-4ce1-8750-4a7c6182a4e8,0,130.68,298,0,0,0.0942321607670945
3645bed9-3b94-4fa7-b7ef-40c2c3573435,19,608.65,289,0,0,0.3622056168158977
570dbc0e-6ad3-492c-a384-1b635acaafe3,20,191.46,36,0,0,0.1892516035017547
81d875bc-1dbd-44be-845b-24e0c6ca6001,18,75.84,278,0,0,0.1949736626676825
175a3cd5-628e-40b9-aab7-a75c283b9937,21,403.02,292,0,0,0.2708139979110939
5d9d2ee3-a94a-4029-b2b0-714730c9bf3d,13,237.21,334,0,0,0.1024194992131257
d5a8e448-8aa3-4187-886d-9e63b142c2fd,3,90.91,57,0,0,0.1615956268920299
8379a692-114e-4351-8737-7ca8deba43f4,10,20.84,227,0,0,0.2329162890223875
0d58e3f5-286a-4c6f-b5c9-a054c175d6b7,5,111.27,110,0,0,0.3375189842958959
62c73350-2640-4f3f-b8f5-e8a3376cd6e5,18,197.71,125,0,0,0.353799970060145
38fa1af1-2847-47de-9a6e-c108b405a74d,23,139.77,77,0,0,0.2250315847380868
99cf8a6b-4a37-4174-b86e-21d95b2b9b1a,8,43.32,143,0,0,0.2792115498908991
d233df5a-f210-47eb-a792-254e5fc7f645,21,596.77,159,0,0,0.1135230460743252
237c5ee4-6f9d-4303-aced-fe49c3dee5cb,15,85.42,88,0,0,0.2758295004945431
349ce5b3-8ba3-4bae-b343-dcc89273e02f,1,58.59,313,0,0,0.3524929702776418
4115cd99-82f2-444a-b6c9-debe0c207d63,3,2311.0,17,1,1,0.8588279976710851
6763c5b6-5c1f-43da-87a6-97eb97491d72,8,22.96,226,0,0,0.1510101315336006
ab5faa87-e986-4e9c-beb3-10a01df83d01,11,92.47,102,0,0,0.211998349261952
d2c8cf8d-4b68-4d58-b825-3b34dedda99f,3,76.02,46,0,0,0.3686983773229007
1f885dd3-e782-404a-bbee-7bea0e4c58e6,8,590.97,152,0,0,0.2762158300433371
3cae2cf3-df6c-420a-97a4-4338ea5d2730,14,95.08,212,0,0,0.2877084126555739
b316e8e0-7f84-4944-ad1b-98e6e1075fb5,2,718.97,58,0,0,0.3196530308029715
133cc1fc-953b-4ca6-b365-2ac9465184f9,18,147.11,309,0,0,0.0968235626705867
8e8e62aa-7900-42f0-98f9-85d8a30e7096,8,14.34,287,0,0,0.3284023674128127
7c67d22f-516b-42a0-80d5-352bcea1ca05,11,252.1,179,0,0,0.2799895292347297
54262ca9-030f-4014-bfc5-c10b20200875,0,342.52,10,1,0,0.4682811058615331
9890fa05-5c5a-426d-a138-6e937e35de46,7,124.05,179,0,0,0.1595535284489333
bd93712b-7c23-4061-92d6-49aae6ac3706,2,167.33,64,0,0,0.0288584197632503
a0281a2c-6ee4-46af-a444-7d7cf361f18f,23,74.39,310,0,0,0.0262617091795111
4d7a4e95-9496-4388-9c26-56c46c1264da,19,174.41,211,0,0,0.2160348820696132
04ad1920-a351-47c0-a23e-7aea835d57b2,20,197.6,84,0,0,0.2631921359204716
586785ab-e01e-47e3-83b9-1a2de778a12e,13,377.44,147,0,0,0.0071451230759689
6d3bf641-3398-494d-9d43-0f5a7247dccf,3,106.99,113,0,0,0.3898348998623405
c3900e11-9da1-4ab8-820d-ff47d084ecdb,19,43.63,64,0,0,0.1626412293211949
74d59904-c9c9-4f95-b82e-041deef730a5,4,208.32,360,0,0,0.2022279332340661
ff7ca4af-5b3b-47e8-878e-50587d2808e1,16,127.73,116,0,0,0.146563266031394
dc4341bb-d54c-48f4-a4ad-204ae834918b,10,371.32,76,0,0,0.0616011903312789
bf6cddb9-fe37-43f7-a658-6747adbdad78,0,156.8,17,1,0,0.4764828646381069
1d9e3408-2bfd-481b-9bea-9606c940fac3,15,195.39,151,0,0,0.2384605964897208
c9fc69a1-ec06-4b09-94b0-796427ade53e,13,75.65,59,0,0,0.2601077348882928
947b3a68-0983-4168-848e-abe10cd9450e,16,313.15,224,0,0,0.2624699080009158
731253ea-2a2c-4aae-887a-47f5c9bc5e07,8,147.11,352,0,0,0.3016954670092994
3655825d-9a43-42c3-b3f1-1c377477eba2,16,743.99,328,0,0,0.0437211784680822
887ec535-1cec-4170-91c7-ed2495a81aea,18,411.88,218,0,0,0.2579366477088306
efcf6d68-4cc4-48c5-9512-e47df1c78e60,3,60.86,60,0,0,0.2419242935013598
0f04a193-e679-4783-85a3-ed4571b58a14,14,413.02,298,0,0,0.020966863114048
eb555dfa-db6e-42f5-859e-2331600cd15d,22,48.71,145,0,0,0.0285167834039247
962872d6-ae9b-47a2-8b5f-7de1b6eeaff7,17,638.63,283,0,0,0.2741900317189001
8ca4ea20-ce42-4079-9bbd-bcf219041527,14,91.35,358,0,0,0.2434546995832509
507f1b2b-6cc9-4ad7-bc58-cd8359183421,10,116.29,206,0,0,0.376390518201097
a574dd1b-f189-4cbe-965c-720c13053d6b,14,429.93,25,0,0,0.1311644005831297
24aef0f5-5524-4c31-82bd-cc306a39426f,17,16.31,14,0,0,0.2969825965802392
86a4b03f-7a9b-448c-b2a8-efaa6218e9e6,13,137.73,337,0,0,0.0639563788481129
79a6dcc6-022b-463f-a0d9-5d5de917c518,4,507.67,144,0,0,0.2975113575274771
a4c471eb-ca2a-40db-8a97-82bdb4345490,6,107.89,273,0,0,0.3182651666373765
40c04072-6d8c-43d3-90c6-27cffd53160b,0,70.96,276,0,0,0.0889759935895584
6cccd22b-703a-4cc4-94ed-63fa60f6b523,21,387.56,55,0,0,0.3661812989537303
acef1bf9-d6dd-45bb-829f-3ae49d359008,5,170.61,34,0,1,0.5476474000453203
333882f0-6f98-4a7c-957c-f9e4bd708ff3,3,237.27,193,0,0,0.1368387665637646
