step,customer,age,gender,merchant,category,amount,fraud
119,C1239154010,4,F,M1823072687,es_transportation,18.55,0
68,C1229114783,3,F,M348934600,es_transportation,25.41,0
18,C353985741,2,M,M1823072687,es_transportation,45.11,0
51,C312072263,4,F,M348934600,es_transportation,22.27,0
137,C879260717,2,M,M348934600,es_transportation,13.63,0
171,C1555447628,2,F,M1823072687,es_transportation,9.87,0
116,C5377162,4,F,M348934600,es_transportation,41.58,0
83,C1840859519,3,F,M855959430,es_hyper,33.55,0
16,C769422228,2,F,M348934600,es_transportation,22.96,0
50,C1171622243,5,M,M348934600,es_transportation,16.55,0
149,C24198147,5,M,M1823072687,es_transportation,7.5,0
124,C75274383,4,M,M1823072687,es_transportation,3.17,0
23,C1329920992,5,M,M50039827,es_health,28.35,0
163,C309334921,2,F,M1823072687,es_transportation,33.33,0
157,C1700550154,6,M,M1823072687,es_transportation,8.08,0
29,C1575367607,3,F,M348934600,es_transportation,40.06,0
79,C1309194397,4,F,M348934600,es_transportation,4.65,0
158,C1171622243,5,M,M1823072687,es_transportation,14.88,0
95,C201406562,3,M,M348934600,es_transportation,48.63,0
54,C1669649966,3,F,M1823072687,es_transportation,36.1,0
162,C1926972512,3,F,M1823072687,es_transportation,30.27,0
33,C564600361,2,M,M1823072687,es_transportation,39.81,0
125,C785603838,5,M,M1823072687,es_transportation,12.3,0
175,C1256908044,3,F,M677738360,es_contents,73.52,0
55,C353502635,2,F,M348934600,es_transportation,14.35,0
120,C28023491,4,F,M1823072687,es_transportation,41.92,0
100,C1735920391,4,F,M348934600,es_transportation,25.74,0
152,C1801713151,4,F,M348934600,es_transportation,4.32,0
144,C756645719,2,F,M85975013,es_food,26.9,0
163,C1128965136,2,F,M1823072687,es_transportation,40.56,0
146,C1079254393,1,F,M1823072687,es_transportation,70.87,0
137,C1073865173,4,F,M1823072687,es_transportation,19.92,0
152,C1182825160,3,M,M1823072687,es_transportation,4.6,0
152,C2062869828,2,M,M1823072687,es_transportation,46.43,0
150,C961515074,3,M,M78078399,es_wellnessandbeauty,73.61,0
46,C1134533551,4,M,M1053599405,es_health,146.36,0
107,C486343841,3,M,M1823072687,es_transportation,50.18,0
42,C1936493073,3,F,M85975013,es_food,27.78,0
132,C1350068848,4,M,M85975013,es_food,110.44,0
165,C1122835446,2,F,M1823072687,es_transportation,11.78,0
44,C693174391,3,F,M1823072687,es_transportation,58.23,0
96,C52299933,3,M,M1823072687,es_transportation,25.38,0
75,C2042503226,2,F,M348934600,es_transportation,17.78,0
121,C475831512,2,F,M348934600,es_transportation,6.32,0
155,C296571542,2,F,M348934600,es_transportation,17.92,0
148,C2005372528,6,M,M1823072687,es_transportation,10.39,0
172,C1456851744,2,M,M1823072687,es_transportation,4.9,0
17,C1905402681,1,M,M348934600,es_transportation,21.99,0
142,C278501873,2,F,M348934600,es_transportation,36.51,0
92,C1617276678,3,M,M1823072687,es_transportation,34.78,0
79,C382004679,3,M,M348934600,es_transportation,53.22,0
19,C601235628,4,F,M348934600,es_transportation,8.64,0
57,C1713848243,2,F,M348934600,es_transportation,46.15,0
135,C53785803,3,M,M1823072687,es_transportation,13.91,0
113,C1882290962,2,F,M1823072687,es_transportation,59.31,0
118,C941369654,2,M,M348934600,es_transportation,43.01,0
155,C1790520611,3,F,M1823072687,es_transportation,49.26,0
142,C592679392,5,M,M1823072687,es_transportation,26.1,0
165,C430880678,2,M,M1913465890,es_health,134.35,0
51,C1141582476,2,F,M1823072687,es_transportation,20.27,0
72,C1224153830,4,F,M1823072687,es_transportation,0.32,0
141,C1284515419,6,F,M1913465890,es_health,74.36,0
114,C1018388493,2,M,M1823072687,es_transportation,33.46,0
19,C236999052,1,M,M1823072687,es_transportation,9.16,0
117,C897612698,4,M,M1198415165,es_wellnessandbeauty,115.03,0
160,C911078435,2,F,M1823072687,es_transportation,3.71,0
25,C1812702959,3,F,M1823072687,es_transportation,12.39,0
156,C1239061472,2,M,M1823072687,es_transportation,14.12,0
134,C914243510,4,M,M1823072687,es_transportation,27.67,0
140,C544997662,2,F,M348934600,es_transportation,29.33,0
170,C758426828,2,M,M1823072687,es_transportation,47.05,0
134,C835705223,3,F,M1823072687,es_transportation,26.59,0
63,C1950870438,1,F,M1823072687,es_transportation,48.02,0
142,C1489294793,2,F,M1053599405,es_health,29.6,0
5,C1461774305,3,F,M348934600,es_transportation,12.19,0
134,C137688853,4,M,M348934600,es_transportation,36.9,0
70,C1279143519,5,F,M1823072687,es_transportation,16.25,0
126,C1148364854,5,F,M1913465890,es_health,38.39,0
130,C1741615821,3,M,M209847108,es_wellnessandbeauty,147.45,0
25,C247537602,4,M,M1823072687,es_transportation,16.81,0
155,C1441133487,1,M,M1823072687,es_transportation,26.13,0
167,C1350793893,1,M,M1823072687,es_transportation,15.97,0
43,C651594350,3,M,M348934600,es_transportation,5.07,0
3,C1034685704,2,F,M348934600,es_transportation,1.97,0
147,C1545573016,2,F,M78078399,es_wellnessandbeauty,45.17,0
152,C1767839998,2,F,M1823072687,es_transportation,31.96,0
154,C323852731,2,F,M855959430,es_hyper,21.64,0
86,C1435043122,5,M,M85975013,es_food,2.8,0
71,C1316262830,1,F,M1823072687,es_transportation,30.24,0
177,C1297100897,4,M,M1823072687,es_transportation,20.18,0
160,C120279480,3,F,M1823072687,es_transportation,52.36,0
24,C92282564,3,F,M1946091778,es_wellnessandbeauty,22.47,0
106,C1690793519,2,F,M1823072687,es_transportation,32.09,0
118,C1769927077,2,F,M209847108,es_wellnessandbeauty,69.79,0
163,C232517457,5,F,M1823072687,es_transportation,27.12,0
119,C899638721,2,F,M1823072687,es_transportation,15.26,0
177,C1782998558,3,F,M1823072687,es_transportation,67.49,0
55,C38227648,2,M,M1823072687,es_transportation,36.08,0
86,C1137292670,5,F,M1823072687,es_transportation,57.91,0
132,C1931570160,3,F,M1823072687,es_transportation,42.2,0
69,C1341517098,4,F,M1823072687,es_transportation,60.13,0
68,C1382187685,1,F,M1823072687,es_transportation,1.39,0
22,C1373640509,2,M,M348934600,es_transportation,8.25,0
134,C352968107,2,M,M1823072687,es_transportation,15.46,0
109,C1591008232,4,F,M1823072687,es_transportation,7.64,0
8,C1855857061,4,F,M348934600,es_transportation,41.06,0
80,C1256908044,3,F,M85975013,es_food,50.49,0
155,C1626218926,4,F,M348934600,es_transportation,48.06,0
29,C34441666,5,M,M348934600,es_transportation,35.26,0
122,C436675602,2,M,M1823072687,es_transportation,28.17,0
57,C1724556830,1,M,M1823072687,es_transportation,21.83,0
162,C1303226190,1,F,M1823072687,es_transportation,65.72,0
105,C1630697663,4,F,M1823072687,es_transportation,1.91,0
17,C1862169273,5,F,M1823072687,es_transportation,45.9,0
41,C384665757,3,F,M85975013,es_food,55.09,0
73,C1512353179,3,F,M1823072687,es_transportation,7.59,0
77,C52299933,3,M,M349281107,es_fashion,53.02,0
94,C1694165271,2,M,M97925176,es_wellnessandbeauty,11.39,0
74,C1598564853,2,M,M1823072687,es_transportation,22.97,0
79,C1337948674,6,F,M151143676,es_barsandrestaurants,45.12,0
162,C1740186506,3,M,M1823072687,es_transportation,40.54,0
116,C200882642,3,M,M1823072687,es_transportation,18.04,0
146,C1666444221,3,M,M85975013,es_food,38.33,0
118,C1169771418,3,M,M1823072687,es_transportation,33.11,0
145,C161678291,3,F,M348934600,es_transportation,1.84,0
130,C181787207,3,M,M1823072687,es_transportation,30.52,0
30,C548185127,2,F,M348934600,es_transportation,3.94,0
39,C1705819997,1,M,M348934600,es_transportation,58.69,0
75,C1350793893,1,M,M1823072687,es_transportation,37.97,0
148,C885081673,3,M,M348934600,es_transportation,7.16,0
49,C1349086787,3,M,M1913465890,es_health,66.98,0
106,C1019678929,4,F,M348934600,es_transportation,24.39,0
95,C2055186059,3,F,M1823072687,es_transportation,2.74,0
0,C1511497789,1,F,M348934600,es_transportation,45.55,0
128,C1820855004,2,F,M1823072687,es_transportation,22.36,0
76,C867847701,1,F,M348934600,es_transportation,34.57,0
133,C1377339988,2,M,M348934600,es_transportation,39.45,0
38,C1974668487,2,M,M348934600,es_transportation,33.57,0
111,C1641760998,5,F,M1823072687,es_transportation,12.29,0
113,C1181615831,3,M,M1823072687,es_transportation,25.66,0
152,C429242189,1,F,M1823072687,es_transportation,25.5,0
160,C970538683,2,M,M1823072687,es_transportation,35.5,0
93,C868096672,1,M,M1823072687,es_transportation,36.9,0
136,C1429394820,3,M,M1823072687,es_transportation,31.42,0
108,C871505790,2,F,M348934600,es_transportation,23.04,0
162,C1965017830,5,M,M1823072687,es_transportation,33.29,0
118,C285984841,3,M,M1823072687,es_transportation,9.99,0
144,C1933962406,2,F,M1823072687,es_transportation,5.83,0
119,C652364872,3,F,M85975013,es_food,26.56,0
40,C1592390864,4,F,M348934600,es_transportation,23.19,0
147,C632643861,2,F,M1823072687,es_transportation,41.12,0
80,C910454738,4,F,M480139044,es_health,333.19,1
95,C644344959,5,M,M1823072687,es_transportation,26.99,0
62,C652253057,5,M,M1823072687,es_transportation,22.52,0
41,C2144163136,1,F,M348934600,es_transportation,41.37,0
88,C2106115023,5,M,M1823072687,es_transportation,2.59,0
12,C911735174,3,M,M1823072687,es_transportation,29.06,0
41,C967109509,5,M,M1823072687,es_transportation,7.15,0
64,C985732014,2,F,M348934600,es_transportation,6.42,0
72,C728432657,2,F,M85975013,es_food,26.93,0
14,C251449240,3,F,M1823072687,es_transportation,16.97,0
47,C1054818236,3,M,M348934600,es_transportation,22.07,0
104,C1263461120,5,M,M1600850729,es_fashion,81.29,0
12,C475831512,2,F,M1823072687,es_transportation,18.29,0
101,C187965576,1,M,M348934600,es_transportation,24.63,0
92,C581581060,3,F,M348934600,es_transportation,25.61,0
48,C1844076143,2,M,M1823072687,es_transportation,11.13,0
100,C2007043031,5,F,M349281107,es_fashion,26.77,0
176,C1005806982,4,M,M480139044,es_health,86.87,0
80,C742560751,2,F,M348934600,es_transportation,39.94,0
154,C835284421,2,F,M1823072687,es_transportation,5.53,0
121,C1299496226,5,F,M1823072687,es_transportation,10.36,0
42,C1876476635,2,M,M85975013,es_food,3.52,0
157,C1004300450,4,M,M1823072687,es_transportation,28.98,0
78,C1802714004,2,M,M348934600,es_transportation,33.56,0
178,C241071592,2,M,M348934600,es_transportation,39.45,0
11,C1918064652,2,M,M1823072687,es_transportation,0.43,0
174,C1358225719,2,F,M85975013,es_food,37.25,0
129,C249282739,4,M,M1823072687,es_transportation,46.54,0
95,C2102316964,2,M,M1823072687,es_transportation,41.41,0
90,C1920284556,2,F,M349281107,es_fashion,22.13,0
31,C1355273346,3,F,M348934600,es_transportation,38.12,0
71,C1629765833,2,F,M348934600,es_transportation,3.95,0
164,C1331907286,2,M,M1823072687,es_transportation,48.9,0
112,C175698222,2,F,M1823072687,es_transportation,61.83,0
173,C1464489812,4,M,M348934600,es_transportation,35.14,0
152,C1228110352,1,M,M1823072687,es_transportation,27.42,0
131,C1591908890,2,M,M1823072687,es_transportation,28.56,0
66,C123623130,2,F,M348934600,es_transportation,72.57,0
72,C16723337,4,M,M480139044,es_health,40.42,1
47,C928090253,3,M,M480139044,es_health,98.27,0
139,C967677653,4,F,M1823072687,es_transportation,2.26,0
164,C999723254,2,M,M1823072687,es_transportation,7.89,0
162,C718962269,3,F,M1823072687,es_transportation,27.38,0
166,C60351691,2,F,M348934600,es_transportation,43.83,0
138,C197798791,2,M,M85975013,es_food,71.06,0
79,C318717540,4,M,M1823072687,es_transportation,49.42,0
16,C1139909458,3,F,M209847108,es_wellnessandbeauty,81.94,0
166,C423454023,3,M,M1823072687,es_transportation,55.55,0
160,C2033826237,4,M,M1823072687,es_transportation,35.43,0
119,C1043677034,2,M,M348934600,es_transportation,55.9,0
25,C56197730,2,M,M1823072687,es_transportation,4.27,0
74,C1196149230,3,F,M1823072687,es_transportation,17.4,0
169,C267009229,3,F,M1823072687,es_transportation,6.87,0
154,C2038018161,2,M,M1823072687,es_transportation,24.67,0
54,C1002658784,3,M,M1053599405,es_health,49.24,0
111,C1098012335,3,M,M1823072687,es_transportation,9.26,0
155,C693907036,3,M,M348934600,es_transportation,29.32,0
115,C883803148,1,F,M1823072687,es_transportation,17.36,0
80,C1089789227,2,F,M1823072687,es_transportation,5.67,0
17,C2029865097,4,M,M1823072687,es_transportation,34.95,0
61,C944711585,1,M,M348934600,es_transportation,11.33,0
50,C331622323,4,F,M348934600,es_transportation,32.28,0
127,C1101433185,2,F,M1823072687,es_transportation,26.99,0
42,C309334921,2,F,M1823072687,es_transportation,4.66,0
117,C720418898,3,M,M85975013,es_food,76.06,0
130,C616472041,2,M,M1823072687,es_transportation,8.63,0
27,C1299368401,4,M,M1823072687,es_transportation,53.59,0
101,C777863522,5,F,M1823072687,es_transportation,48.69,0
51,C1750835738,5,F,M348934600,es_transportation,29.56,0
86,C292682242,3,M,M1823072687,es_transportation,48.98,0
10,C668289079,5,F,M348934600,es_transportation,40.68,0
4,C2044070952,2,F,M1823072687,es_transportation,31.84,0
92,C1005126300,4,F,M1823072687,es_transportation,52.83,0
73,C908342050,2,F,M1823072687,es_transportation,19.32,0
78,C707755349,4,M,M1053599405,es_health,7.6,0
160,C126603077,1,F,M1823072687,es_transportation,5.63,0
125,C1341662543,3,F,M1823072687,es_transportation,56.2,0
111,C317314063,2,M,M1823072687,es_transportation,24.64,0
16,C1801713151,4,F,M348934600,es_transportation,50.62,0
164,C1085056650,1,F,M1823072687,es_transportation,15.75,0
8,C653252303,1,F,M348934600,es_transportation,23.31,0
67,C1189752912,2,F,M348934600,es_transportation,12.35,0
59,C571254990,3,F,M980657600,es_sportsandtoys,68.7,1
112,C1192874833,4,F,M1823072687,es_transportation,46.89,0
165,C257361511,4,M,M348934600,es_transportation,13.95,0
13,C708968659,2,M,M348934600,es_transportation,24.25,0
97,C1045324088,2,F,M348934600,es_transportation,17.42,0
58,C1538971214,2,F,M1823072687,es_transportation,64.46,0
41,C2033826237,4,M,M348934600,es_transportation,24.0,0
19,C813128680,2,M,M348934600,es_transportation,55.02,0
129,C21207783,3,F,M348934600,es_transportation,33.31,0
94,C423379854,2,M,M1823072687,es_transportation,3.27,0
73,C1364381627,3,M,M1823072687,es_transportation,39.19,0
154,C1738944491,2,M,M1823072687,es_transportation,15.71,0
38,C969284083,3,F,M348934600,es_transportation,43.37,0
69,C2130871815,4,M,M348934600,es_transportation,24.98,0
139,C957324981,4,M,M1823072687,es_transportation,35.4,0
10,C1750362802,5,M,M348934600,es_transportation,20.91,0
34,C46234453,3,F,M1823072687,es_transportation,10.57,0
49,C2125297333,2,F,M348934600,es_transportation,35.08,0
136,C696806398,2,F,M348934600,es_transportation,37.5,0
78,C1282114843,2,F,M151143676,es_barsandrestaurants,107.11,0
47,C915430510,2,F,M348934600,es_transportation,32.99,0
79,C1879341237,4,M,M348934600,es_transportation,18.63,0
101,C1812702959,3,F,M1823072687,es_transportation,10.79,0
158,C1166683343,2,F,M85975013,es_food,94.65,0
3,C46234453,3,F,M348934600,es_transportation,59.77,0
96,C1242770016,4,M,M348934600,es_transportation,5.38,0
161,C476477241,4,M,M1823072687,es_transportation,50.97,0
165,C109634232,2,F,M349281107,es_fashion,37.1,0
83,C1321889892,5,M,M1823072687,es_transportation,25.06,0
25,C1732752834,3,M,M348934600,es_transportation,35.39,0
167,C2043927860,2,M,M85975013,es_food,1.98,0
112,C1973818754,2,F,M1823072687,es_transportation,28.53,0
110,C272748313,4,M,M1823072687,es_transportation,3.5,0
33,C802146030,2,M,M348934600,es_transportation,0.8,0
157,C1025104996,5,M,M1823072687,es_transportation,18.34,0
175,C268686998,3,M,M1823072687,es_transportation,21.93,0
132,C1152356495,3,F,M1823072687,es_transportation,32.78,0
98,C1777432937,3,F,M1823072687,es_transportation,15.54,0
70,C1790520611,3,F,M85975013,es_food,46.35,0
76,C1519265307,5,F,M85975013,es_food,49.44,0
164,C30024621,2,F,M855959430,es_hyper,53.48,0
71,C825622087,2,F,M348934600,es_transportation,23.92,0
59,C1960639712,2,F,M348934600,es_transportation,4.21,0
154,C907877340,3,F,M348934600,es_transportation,16.72,0
6,C1238185596,5,M,M348934600,es_transportation,18.9,0
37,C1186894186,2,M,M151143676,es_barsandrestaurants,53.57,0
69,C1680347409,2,F,M1823072687,es_transportation,42.36,0
26,C2112563194,2,F,M85975013,es_food,31.73,0
56,C1844993068,2,M,M348934600,es_transportation,3.15,0
19,C2060968828,3,F,M1823072687,es_transportation,15.0,0
32,C926583171,2,F,M348934600,es_transportation,30.03,0
161,C574852748,4,F,M1823072687,es_transportation,22.35,0
144,C459595150,3,M,M1823072687,es_transportation,26.83,0
110,C58668191,3,F,M348934600,es_transportation,16.32,0
109,C1304286493,1,M,M1823072687,es_transportation,76.37,0
21,C638119430,4,F,M348934600,es_transportation,7.09,0
96,C1066456457,3,F,M1823072687,es_transportation,49.68,0
77,C1631162170,4,F,M348934600,es_transportation,13.8,0
54,C156162339,2,F,M1823072687,es_transportation,61.86,0
111,C916497516,3,F,M348934600,es_transportation,2.64,0
156,C1543824543,4,M,M348934600,es_transportation,16.25,0
21,C210584188,4,M,M348934600,es_transportation,36.91,0
52,C393216567,5,F,M1823072687,es_transportation,33.98,0
130,C1928842916,2,M,M1823072687,es_transportation,49.67,0
140,C624012210,3,F,M1823072687,es_transportation,26.92,0
153,C1935661715,2,M,M348934600,es_transportation,47.63,0
137,C34104097,1,F,M348934600,es_transportation,24.87,0
96,C1943367280,3,F,M1823072687,es_transportation,30.85,0
140,C1887473486,2,F,M1823072687,es_transportation,15.23,0
156,C2091703695,4,F,M1823072687,es_transportation,11.11,0
120,C1778512686,1,M,M855959430,es_hyper,38.03,0
149,C189823798,5,M,M348934600,es_transportation,58.65,0
166,C2115344024,3,M,M1823072687,es_transportation,17.52,0
158,C2076439645,2,F,M348934600,es_transportation,19.09,0
12,C749077907,4,M,M348934600,es_transportation,0.37,0
37,C1304621872,2,F,M1823072687,es_transportation,10.31,0
131,C1983995504,2,F,M1823072687,es_transportation,21.14,0
27,C1510535804,3,F,M348934600,es_transportation,36.83,0
174,C872043603,4,F,M980657600,es_sportsandtoys,17.67,1
59,C363287468,2,F,M1823072687,es_transportation,40.96,0
159,C92282564,3,F,M1823072687,es_transportation,23.68,0
128,C978637475,2,F,M1600850729,es_fashion,36.86,0
137,C811312110,3,F,M1823072687,es_transportation,2.75,0
169,C2001183195,2,M,M1823072687,es_transportation,20.35,0
83,C881776576,2,M,M348934600,es_transportation,2.03,0
163,C653835530,2,M,M1823072687,es_transportation,35.69,0
18,C1379018843,5,M,M1823072687,es_transportation,65.12,0
68,C1093060677,2,M,M348934600,es_transportation,14.49,0
166,C404536294,3,F,M1823072687,es_transportation,40.48,0
163,C1846201961,3,M,M348934600,es_transportation,36.78,0
45,C571527976,4,F,M348934600,es_transportation,6.99,0
86,C1180936672,2,F,M1872033263,es_home,118.01,0
76,C1258211852,1,M,M1823072687,es_transportation,2.26,0
55,C1705819997,1,M,M348934600,es_transportation,15.94,0
143,C1362863442,2,F,M348934600,es_transportation,21.23,0
147,C1151799720,5,M,M1823072687,es_transportation,74.75,0
112,C1607867760,4,F,M1823072687,es_transportation,42.43,0
121,C1431806998,4,F,M1823072687,es_transportation,17.35,0
149,C1956819896,2,M,M1823072687,es_transportation,31.95,0
29,C1132565589,4,F,M348934600,es_transportation,57.2,0
39,C227186054,6,F,M348934600,es_transportation,26.75,0
1,C1769927077,2,F,M348934600,es_transportation,4.37,0
67,C59912595,2,F,M348934600,es_transportation,24.63,0
62,C2100466386,2,F,M151143676,es_barsandrestaurants,47.26,0
16,C1554849332,5,F,M1823072687,es_transportation,62.21,0
40,C874655320,2,M,M348934600,es_transportation,70.36,0
34,C58324694,3,F,M1823072687,es_transportation,49.62,0
26,C309780280,1,F,M1823072687,es_transportation,33.86,0
27,C1559091388,4,F,M348934600,es_transportation,24.03,0
20,C610735261,2,F,M1823072687,es_transportation,5.47,0
151,C1948728559,5,F,M85975013,es_food,13.88,0
34,C823141445,1,F,M348934600,es_transportation,0.06,0
179,C810336569,4,F,M348934600,es_transportation,27.77,0
140,C573965612,4,F,M1823072687,es_transportation,31.55,0
145,C607062277,3,M,M151143676,es_barsandrestaurants,46.3,0
1,C354098761,2,F,M348934600,es_transportation,31.99,0
164,C739589782,2,F,M1823072687,es_transportation,18.13,0
132,C1600873622,4,F,M1823072687,es_transportation,4.87,0
109,C1480799932,6,M,M348934600,es_transportation,21.87,0
90,C445178285,3,M,M348934600,es_transportation,1.68,0
110,C620542168,2,M,M348934600,es_transportation,2.05,0
65,C759236361,5,M,M348934600,es_transportation,3.28,0
124,C1045652139,6,M,M1823072687,es_transportation,26.57,0
95,C1255236689,1,F,M1823072687,es_transportation,42.18,0
72,C1020192133,3,M,M348934600,es_transportation,18.87,0
76,C1360481565,5,F,M209847108,es_wellnessandbeauty,109.7,0
119,C989137021,2,F,M348934600,es_transportation,28.95,0
107,C1271627744,4,F,M480139044,es_health,45.0,0
44,C1006176917,2,M,M348934600,es_transportation,14.3,0
79,C447271561,3,M,M840466850,es_tech,34.36,0
158,C1156346576,4,F,M348934600,es_transportation,27.13,0
72,C192974759,1,F,M1823072687,es_transportation,32.04,0
1,C1204046804,5,F,M348934600,es_transportation,7.63,0
80,C1461183743,2,F,M1748431652,es_wellnessandbeauty,100.37,0
38,C334073161,3,F,M1823072687,es_transportation,39.88,0
168,C1943108967,6,F,M348934600,es_transportation,8.32,0
112,C594146637,2,M,M1823072687,es_transportation,26.42,0
97,C1580712621,4,M,M1823072687,es_transportation,12.02,0
129,C803365419,1,F,M348934600,es_transportation,21.55,0
41,C83651461,2,F,M348934600,es_transportation,17.67,0
30,C1076110991,2,M,M78078399,es_wellnessandbeauty,11.38,0
31,C1548142512,4,F,M348934600,es_transportation,53.02,0
34,C1908894965,1,M,M1823072687,es_transportation,5.42,0
174,C1273692645,3,M,M1823072687,es_transportation,52.73,0
91,C1342849651,1,M,M923029380,es_home,314.93,1
72,C1698653726,2,M,M348934600,es_transportation,3.48,0
136,C1821681988,2,F,M1823072687,es_transportation,35.65,0
89,C483912131,2,F,M480139044,es_health,507.28,1
122,C396866523,3,F,M1823072687,es_transportation,6.16,0
168,C966214713,3,M,M1823072687,es_transportation,6.86,0
169,C919751066,2,F,M1823072687,es_transportation,51.97,0
58,C1559091388,4,F,M348934600,es_transportation,32.31,0
136,C281893917,3,M,M1823072687,es_transportation,17.29,0
28,C1296664552,3,M,M855959430,es_hyper,33.59,0
170,C1182534509,2,F,M1823072687,es_transportation,6.85,0
108,C571876967,4,M,M348934600,es_transportation,19.16,0
12,C1901064095,2,F,M348934600,es_transportation,5.35,0
175,C407368472,3,M,M1823072687,es_transportation,12.66,0
151,C26045684,4,F,M348934600,es_transportation,24.13,0
154,C1928842916,2,M,M1823072687,es_transportation,12.18,0
115,C678683295,2,F,M85975013,es_food,62.56,0
159,C530747890,4,F,M348934600,es_transportation,45.69,0
117,C1897689911,3,M,M1823072687,es_transportation,27.39,0
171,C447509116,3,M,M348934600,es_transportation,57.4,0
160,C265405940,2,F,M1823072687,es_transportation,66.99,0
92,C528985379,3,F,M1600850729,es_fashion,84.75,0
68,C1516302826,3,F,M1823072687,es_transportation,16.03,0
116,C481773197,4,F,M348934600,es_transportation,3.79,0
160,C882083718,3,M,M1823072687,es_transportation,10.94,0
104,C1032319289,3,F,M1823072687,es_transportation,71.6,0
136,C1204610604,2,F,M348934600,es_transportation,2.02,0
89,C1419235351,4,M,M1823072687,es_transportation,11.85,0
21,C1978250683,3,F,M732195782,es_travel,375.64,1
38,C1787239285,1,F,M348934600,es_transportation,26.79,0
174,C1355010178,2,F,M151143676,es_barsandrestaurants,44.18,0
108,C1807970113,4,F,M1823072687,es_transportation,71.38,0
152,C2134399963,2,M,M348934600,es_transportation,36.61,0
55,C1037622786,3,F,M348934600,es_transportation,32.62,0
100,C612005121,3,F,M348934600,es_transportation,25.85,0
155,C1355273346,3,F,M1823072687,es_transportation,65.62,0
107,C759264122,1,M,M348934600,es_transportation,21.13,0
27,C1509718305,1,M,M1823072687,es_transportation,40.17,0
90,C228023479,4,F,M348934600,es_transportation,28.68,0
167,C495124555,3,F,M1823072687,es_transportation,8.32,0
53,C1546864044,1,M,M348934600,es_transportation,40.28,0
170,C521213907,1,M,M1823072687,es_transportation,5.33,0
132,C1878030169,5,M,M1823072687,es_transportation,26.01,0
178,C2060778761,5,F,M348934600,es_transportation,9.55,0
147,C735039923,3,F,M1823072687,es_transportation,2.05,0
63,C21670075,2,F,M1823072687,es_transportation,33.48,0
169,C1014010834,1,M,M1823072687,es_transportation,58.6,0
104,C389281305,1,F,M1823072687,es_transportation,27.96,0
161,C892377311,2,M,M1823072687,es_transportation,22.71,0
18,C1904086644,5,F,M348934600,es_transportation,14.91,0
156,C1942983218,4,F,M348934600,es_transportation,18.27,0
156,C39607150,4,F,M348934600,es_transportation,12.36,0
48,C207576555,3,F,M1823072687,es_transportation,42.46,0
27,C1512444326,3,F,M348934600,es_transportation,11.79,0
121,C764048448,3,M,M85975013,es_food,7.99,0
81,C245019752,2,F,M348934600,es_transportation,17.17,0
87,C235542568,2,M,M1823072687,es_transportation,19.44,0
49,C1561307190,3,F,M1823072687,es_transportation,58.3,0
69,C2006367089,6,F,M1823072687,es_transportation,14.03,0
105,C2029865097,4,M,M1823072687,es_transportation,2.85,0
111,C1263107170,2,F,M1823072687,es_transportation,19.32,0
179,C956700475,4,F,M1823072687,es_transportation,27.58,0
138,C1561544871,1,M,M1823072687,es_transportation,68.93,0
81,C604378279,5,F,M692898500,es_health,21.49,0
91,C1125132707,3,F,M348934600,es_transportation,22.13,0
107,C1200227736,2,M,M1823072687,es_transportation,30.49,0
147,C1224153830,4,F,M1600850729,es_fashion,52.45,0
173,C1038733568,2,M,M1823072687,es_transportation,20.67,0
147,C638838388,2,F,M1823072687,es_transportation,27.23,0
123,C61142824,3,M,M1823072687,es_transportation,15.18,0
129,C251449240,3,F,M1823072687,es_transportation,72.33,0
166,C1474786056,2,M,M348934600,es_transportation,6.81,0
141,C864134074,4,F,M1823072687,es_transportation,37.69,0
90,C1092769857,5,F,M1913465890,es_health,2.12,0
119,C1823983599,2,F,M1823072687,es_transportation,15.56,0
146,C846682077,3,M,M1823072687,es_transportation,2.07,0
23,C476466255,2,M,M1823072687,es_transportation,2.2,0
23,C1619755203,5,F,M348934600,es_transportation,43.26,0
150,C835705223,3,F,M1946091778,es_wellnessandbeauty,2.15,0
45,C524035200,2,M,M348934600,es_transportation,22.29,0
62,C1073067421,4,F,M1823072687,es_transportation,33.57,0
72,C1690998552,2,F,M1823072687,es_transportation,28.34,0
170,C208151769,1,M,M1823072687,es_transportation,0.51,0
13,C1452053500,3,F,M1823072687,es_transportation,36.85,0
90,C2014915363,2,M,M1198415165,es_wellnessandbeauty,16.0,0
171,C936786093,5,F,M1823072687,es_transportation,40.06,0
31,C433139335,0,F,M348934600,es_transportation,27.39,0
62,C13098029,5,F,M348934600,es_transportation,7.33,0
176,C572671067,1,M,M1823072687,es_transportation,40.63,0
4,C278501873,2,F,M151143676,es_barsandrestaurants,40.88,0
129,C823891015,2,F,M1823072687,es_transportation,5.69,0
125,C871962456,2,F,M1823072687,es_transportation,37.14,0
102,C476466255,2,M,M1823072687,es_transportation,7.25,0
73,C269960003,1,M,M348934600,es_transportation,35.19,0
151,C576453501,4,M,M85975013,es_food,61.24,0
96,C1559091388,4,F,M348934600,es_transportation,13.54,0
30,C1740186506,3,M,M348934600,es_transportation,12.62,0
25,C1033736586,4,F,M151143676,es_barsandrestaurants,71.65,0
159,C1499241933,3,F,M1823072687,es_transportation,44.81,0
79,C2083329818,2,F,M85975013,es_food,57.38,0
113,C1467832188,3,M,M348934600,es_transportation,27.8,0
43,C725307945,2,M,M348934600,es_transportation,72.44,0
