Transaction ID,Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour
3db7879a-e7af-406a-8e6a-2d403a8761c6,199.17,bank transfer,electronics,1,29,desktop,0,125,10
ac33481d-1e6a-4f36-abd3-f89a02d9e2cf,37.24,bank transfer,electronics,2,45,tablet,0,236,6
fecb5912-a812-4a97-a37e-3d72d217d4f7,31.91,debit card,electronics,4,53,tablet,0,84,18
bee0ff69-c61c-447c-bbb1-0808673d2d37,26.27,debit card,health & beauty,4,32,tablet,0,23,4
fd18d4b4-6a11-40a3-9d70-ee15aaf1d62d,78.47,credit card,clothing,4,25,tablet,0,315,12
03c97a09-5bdc-4e68-b5f3-2b8164de45b7,75.2,credit card,clothing,3,32,tablet,0,101,16
cfb63de8-53cd-42f0-b616-3387f1916977,472.71,PayPal,clothing,1,31,mobile,0,64,7
56e6a8d0-82ed-477e-a7cd-16ec033f3ba6,357.87,credit card,health & beauty,1,51,mobile,0,14,18
fb34c602-3b45-4643-931e-8f14787b6f3e,376.94,credit card,health & beauty,1,36,tablet,0,205,21
b46cc271-703c-4a14-9cb3-739b0c60cb0c,52.87,debit card,health & beauty,4,33,desktop,0,179,16
e4d17c71-a341-4383-ac02-06aa16fdcd95,14.28,PayPal,electronics,1,34,desktop,0,106,3
be83554a-effc-4c5f-a53d-ad6367b45884,327.44,bank transfer,home & garden,3,43,tablet,0,211,11
5e5329b4-ceb7-458d-92ad-4cbc9439d5e7,101.59,bank transfer,clothing,5,40,desktop,0,19,12
dc60da11-5888-4c52-ba43-f920bacba4dc,91.19,bank transfer,home & garden,3,34,tablet,0,122,16
5d73c0f9-c7bb-4ed5-b378-0648332497ab,70.12,credit card,toys & games,5,33,mobile,0,365,20
8e7177cd-dbff-4f42-952f-7e3ab0a4e267,1357.1,bank transfer,home & garden,5,21,mobile,1,250,11
b68ee4fb-c072-41b6-b9d8-e7cc3c70eb78,34.3,bank transfer,toys & games,4,34,tablet,0,250,6
f71a5c93-82c0-4cd6-abd9-006f4862fd09,133.25,PayPal,toys & games,3,35,tablet,0,3,8
ef44ee80-3f2e-4d36-8c9e-4b73b208b0f5,88.25,debit card,home & garden,1,42,mobile,0,356,11
2cd73bbb-859f-4f48-b3b3-1c4e3b27dd17,178.39,PayPal,electronics,5,40,mobile,0,182,19
cd832bd2-206a-4dd9-b16e-880ad0f11593,143.93,credit card,electronics,5,41,mobile,0,87,22
4c6f0acf-3140-4e14-9041-16da66e5ac64,373.5,credit card,electronics,2,35,tablet,1,165,0
87d305e7-9609-4a5d-960b-9c1ee6f91b18,390.73,credit card,electronics,1,38,desktop,0,153,0
c95cb85b-59ee-4224-98d4-7b4246e88b53,94.93,credit card,toys & games,2,34,mobile,0,362,19
b76e6cbe-1986-458e-875e-2befd1faf0e8,398.27,bank transfer,health & beauty,1,29,desktop,0,308,16
2b4cfc0f-e181-4c22-b59a-c399b9c0cbab,341.08,bank transfer,toys & games,5,38,tablet,0,322,20
4f28f54b-5860-4bca-af82-ed285e11cdd6,32.77,bank transfer,electronics,2,27,mobile,0,44,18
7c650f40-1e7b-4db2-a937-629f219ae67f,2335.15,PayPal,electronics,3,34,mobile,1,58,16
1340bb90-5044-4237-a8b2-5aa6596e05d0,137.03,debit card,clothing,3,39,tablet,0,1,21
e0dc6e16-b23a-409b-84d3-3a84e78fb3cc,61.1,debit card,electronics,2,24,mobile,0,254,14
bd73ee3b-34da-4dd5-a494-1e0964045a47,89.29,bank transfer,electronics,1,36,desktop,0,198,22
4389729b-bf9f-47d8-8fad-83f172891671,266.03,credit card,electronics,1,34,mobile,0,159,17
fb70ba90-90a1-46bd-8bc7-4f7e4cd4c883,30.35,bank transfer,clothing,1,18,tablet,0,256,5
1bb12909-724f-4fe2-8acb-078ba6e69038,74.15,debit card,clothing,1,35,desktop,1,68,20
5ff3cda7-5764-4bb6-80bd-31d03af8f11f,122.46,PayPal,electronics,3,33,desktop,0,206,21
57d32a9d-5a23-4b74-b52f-2bcef32b6ec0,167.35,credit card,toys & games,3,22,tablet,1,134,18
2b0180e5-00ef-43ba-bb48-f9ec08d651be,35.09,debit card,home & garden,1,28,tablet,0,177,0
12c72bbb-71d2-4af2-85c2-5905ea50a12d,32.63,bank transfer,clothing,3,48,tablet,0,138,5
6d34cb27-ec29-4ec8-9ed8-8227782254cd,228.33,credit card,clothing,3,43,desktop,0,74,11
1c35e011-3521-4687-ac09-54cd6b1ed861,525.14,bank transfer,health & beauty,4,41,mobile,0,8,21
8da7e1af-d588-408e-a525-b5f7abff7fab,363.5,debit card,toys & games,4,36,desktop,0,259,4
4d1ac188-1a75-4d5f-a727-061c86bbfd91,39.61,debit card,electronics,2,40,tablet,0,259,22
caf49e1f-4b09-4cbf-ab2f-2b23e97f000d,24.18,bank transfer,clothing,3,40,mobile,0,283,13
cecca8f3-f8fe-43c6-9157-cd010d4029ad,153.35,bank transfer,toys & games,2,46,mobile,0,281,21
76d4ce8e-7c6b-4521-9bb2-b5cd775deda6,171.22,debit card,home & garden,1,30,mobile,0,97,16
9ce75e6b-5b38-4b73-a0bf-d2ad0e7cfce9,44.92,bank transfer,electronics,2,31,tablet,0,42,0
623a373b-7e87-41ca-a368-0b43d1f10fe6,100.12,PayPal,health & beauty,3,37,desktop,0,93,10
0a2f263c-9827-422a-814e-ab499ca1b898,189.58,debit card,health & beauty,5,23,mobile,0,21,2
34572e84-f784-4fd4-9ef1-65c85a41b702,95.9,credit card,home & garden,4,22,mobile,0,210,20
d2e2faa9-381e-4b70-8db8-080929798f09,140.49,debit card,electronics,3,55,desktop,0,35,19
f7f4e2b7-6dc8-4b80-a188-0d77742d3521,117.52,debit card,clothing,4,37,tablet,0,281,15
bad5aba1-15b0-41fb-b3a2-916bcffdead3,194.34,PayPal,electronics,1,40,desktop,0,362,8
e57536cb-01c7-409a-ac40-3f9bd8be1dce,20.42,bank transfer,home & garden,5,43,tablet,0,142,10
3f6c3919-aedd-4cf1-ae3c-7f2a2e665119,141.4,credit card,clothing,5,48,tablet,0,26,17
6682efe9-2084-4aba-b798-6a337e673979,104.5,bank transfer,clothing,2,43,desktop,0,62,19
ad40ae80-c619-42ba-9103-ca22c39f0139,242.55,PayPal,toys & games,1,38,tablet,0,274,15
da6f4e9c-1f8e-4273-88ad-160cb8008aba,504.27,bank transfer,health & beauty,2,33,desktop,0,271,16
1529979b-6cea-457f-b422-1c6ac21178a1,42.9,debit card,health & beauty,4,54,mobile,1,269,16
70ff913e-6502-484e-a754-93bce46a908f,136.97,debit card,home & garden,4,28,mobile,0,288,6
78656077-17c2-4a1b-92e5-41446232994c,213.93,debit card,health & beauty,4,33,mobile,0,274,0
e15762fa-4af6-4e04-b845-77f5fc6ca751,26.16,PayPal,clothing,1,37,desktop,0,352,10
674b2bf7-a842-4cbc-8ea0-19f2acbc3aa4,227.18,PayPal,clothing,3,34,tablet,0,143,19
5f54eedb-e806-4781-8a7e-62451f40b384,249.4,PayPal,health & beauty,4,23,tablet,0,131,18
c1c89c59-0987-4b82-93f7-c225ca679ea1,59.64,bank transfer,electronics,5,23,tablet,0,224,9
f749b27a-e3a6-491e-9bd3-8a2ae7f65438,576.2,bank transfer,toys & games,1,33,desktop,0,289,0
19dae6c5-3a14-4e7d-af30-4f6e57dcfcda,37.75,credit card,electronics,2,42,mobile,0,39,4
3f54d1a6-2aec-4ebe-b964-89197819e4d2,75.09,debit card,toys & games,2,45,tablet,0,73,7
377a162d-da20-42b6-82f6-67f96b7fe62b,900.68,credit card,home & garden,3,21,mobile,0,140,22
de579b47-c64e-4c0e-ac89-f691afe9cb29,77.71,debit card,toys & games,4,34,mobile,0,61,13
94b6008a-134a-4e82-ac61-b53b495e741b,206.12,credit card,home & garden,3,45,mobile,0,278,6
72710d54-59a9-4a49-99fc-663eddd7acc8,98.91,PayPal,clothing,2,29,tablet,0,86,22
7b0f2b57-71e2-4019-a349-1e0e53b87d49,71.6,bank transfer,health & beauty,4,23,desktop,0,20,9
4c528345-db09-4239-a78b-58f391fa9c94,66.72,bank transfer,toys & games,2,24,desktop,1,26,2
0e967aa4-d58c-4af4-b16c-5c34d5529308,523.66,credit card,clothing,1,32,mobile,0,15,0
a9440cd8-11fc-4e23-bd74-0cf01c25a899,1210.93,debit card,toys & games,2,31,mobile,0,242,13
75ad0d42-15d2-4d6a-8f90-84e3a41d3285,297.1,bank transfer,clothing,5,39,desktop,1,353,5
5c44a22f-9dfb-4485-a415-43613848a0e4,28.46,debit card,electronics,1,30,tablet,0,97,2
04fdcd8f-cb0e-4177-bbea-64fdf9be4642,208.1,bank transfer,electronics,3,44,tablet,0,362,7
3079a6a4-1de9-4965-be89-1def97d5eb07,410.07,bank transfer,electronics,1,41,mobile,0,211,7
64ad0c2d-1c54-4b92-98b0-b6858c07504a,15.42,bank transfer,health & beauty,4,41,mobile,0,66,15
f5f480d8-2c5b-4b78-babc-27136cbe12c3,26.17,bank transfer,home & garden,5,34,mobile,0,98,10
eadfac7b-ff80-4f1e-911d-4a36f09a0998,189.93,PayPal,clothing,1,44,desktop,0,260,18
ba7dcb28-40ff-4c19-a9e2-3dc1b633c062,737.43,debit card,clothing,4,38,tablet,0,247,20
b73f5b5f-86a1-4cb6-84bf-190e9356e817,663.36,bank transfer,toys & games,3,19,mobile,0,248,18
07998ca7-4258-4d3e-a09d-69233d9a7a82,427.01,debit card,electronics,3,38,mobile,0,59,7
acbc8ff9-509b-4ce6-9e55-2b836f9ebba8,1668.49,credit card,electronics,4,30,mobile,0,312,1
699605fd-8449-4c25-bd23-005765a406e1,145.06,debit card,clothing,2,42,tablet,0,61,6
ef747c73-415a-4885-80b7-f4043f9cda7e,177.44,PayPal,toys & games,3,52,desktop,0,113,10
1e272f1d-85eb-4f8e-ac76-f76d632b4d3f,13.27,bank transfer,clothing,3,55,mobile,0,52,1
b98d1ae3-8cf5-45a6-8747-b9273ea0f5df,252.4,debit card,clothing,4,26,desktop,0,320,20
6255f889-7ecd-4dc9-82fe-d874e16a3a7b,49.6,PayPal,clothing,2,38,mobile,0,83,10
2a82f25e-99f3-4e3c-b3c8-15d12e45b781,58.15,bank transfer,clothing,4,43,tablet,0,89,9
ba00c12f-1668-450d-85d3-a69a051455f4,575.43,credit card,electronics,4,35,mobile,0,138,12
7ad35574-4be6-4d8a-8ec0-02d2c6d4ba54,52.89,credit card,electronics,2,29,desktop,0,120,3
f30d0fb7-1628-4041-9b61-29991861fc31,32.43,debit card,toys & games,1,24,desktop,0,108,9
f3cabd60-0971-44df-881e-f0b154de1361,107.37,bank transfer,electronics,5,29,desktop,0,217,20
4382ea45-3c4b-4587-90f1-fbc1a8532fa7,765.99,debit card,home & garden,3,29,desktop,0,203,10
93fded1d-4b6e-4380-95da-f32ff0ec9905,65.15,credit card,clothing,1,53,desktop,0,336,9
50e8585b-06ea-48c6-bac5-aded8d46274d,322.09,debit card,clothing,5,35,tablet,0,336,5
4cebc1b7-c276-4d22-8d0b-9f34aa91a94d,155.12,credit card,home & garden,5,35,mobile,0,227,6
401dee35-df1a-4e19-b384-01815623b627,429.71,debit card,clothing,3,24,mobile,0,215,0
7dc30304-5395-4320-8221-89c4cd713cd2,230.84,bank transfer,health & beauty,2,29,tablet,0,16,13
8ecb08ec-e88e-48a3-84bd-781be224fff8,199.0,debit card,electronics,5,41,mobile,0,303,20
feef2c5a-1f3f-4c37-a41b-b5cdf6a9e83f,57.71,debit card,toys & games,5,34,desktop,0,10,9
69122d0d-0630-438d-86b4-ca8bd5327cbc,311.97,debit card,health & beauty,1,56,mobile,0,342,2
7df51bd4-c9da-4383-ad9b-0b5a96c03e86,462.47,credit card,clothing,2,29,mobile,0,289,5
df662374-1941-4285-aca8-00502a39e323,714.33,bank transfer,electronics,3,41,mobile,0,217,19
eaa019a4-c235-4893-a201-e0819089c0ec,416.11,bank transfer,toys & games,5,42,mobile,0,326,18
a7dae3b8-8dac-415a-b99c-bdf9bd11dff1,119.8,PayPal,health & beauty,5,43,tablet,0,26,20
45c44a2f-0c94-41aa-8eca-eaadc7cb33bf,75.3,PayPal,toys & games,4,25,tablet,0,110,16
7484402f-dd7d-4076-a3b9-8e434bd3889c,105.61,bank transfer,toys & games,1,39,tablet,0,281,23
e1ee7b94-608c-48eb-a9b7-9833bb743812,52.25,debit card,home & garden,3,20,tablet,0,288,3
c027fba9-bc48-437e-919e-d239cc1ad843,842.59,credit card,home & garden,5,48,tablet,0,56,20
dd2b0ba4-6969-4fa8-bee1-750fd4e2d6ff,430.17,bank transfer,electronics,4,53,tablet,0,261,8
33f53844-0b89-4d0e-9b4a-96d651ea4e09,217.26,PayPal,health & beauty,5,21,tablet,0,241,0
49207d7f-5e82-483b-8ce3-967119aefe71,932.7,debit card,home & garden,1,37,mobile,0,126,5
3ccc36c4-fed7-4623-836a-e98a5a3d6527,168.41,PayPal,health & beauty,1,38,mobile,1,181,10
a4b5f2f6-1806-4cff-88ec-16ecb3815183,263.63,debit card,clothing,3,19,mobile,0,178,10
d77da9df-73ad-41d9-b616-2627ed3ff8e0,205.71,bank transfer,toys & games,5,20,mobile,0,330,22
6692edd3-a01d-4e86-b818-b32305eb1e25,195.44,bank transfer,home & garden,3,27,mobile,0,179,12
0974eeb3-a35e-49cf-acc3-00837e01bd2e,64.62,PayPal,clothing,5,29,desktop,0,28,0
737042ea-494c-4ec1-8b38-97f4fee69e47,156.69,debit card,health & beauty,4,45,tablet,0,240,15
93fe44bc-ebe2-46a3-9ed6-1dbeb60f8bd8,245.43,bank transfer,toys & games,4,34,tablet,0,327,7
917e7de6-141c-4b92-8cbd-07fbee65ddf5,1415.5,PayPal,clothing,4,29,mobile,1,29,0
0bf7687a-01ea-4cd7-bbb5-77ca3bdf0b0b,196.51,credit card,electronics,1,13,desktop,0,171,16
32c90bae-3825-4a76-8154-8c4ba66addbf,33.94,debit card,clothing,1,10,mobile,0,56,7
c174321a-d415-464f-b14f-5f8d9aadd1e8,193.45,PayPal,home & garden,2,48,desktop,0,114,3
0d3bda93-a0bd-46cf-ba19-491cd6da609b,208.96,PayPal,toys & games,5,21,desktop,0,282,16
8d0542ee-85de-4fbf-ace5-f3b361ac18a9,32.05,credit card,toys & games,3,24,tablet,0,14,10
7d792218-7b10-42fb-a16e-7c1d4d03e252,431.57,debit card,electronics,3,32,desktop,0,139,18
d58f9784-acac-46da-8ece-7a341ba98429,74.5,PayPal,clothing,1,48,tablet,0,359,20
93cf7106-82f8-4dd2-ade8-99ecdc631850,147.13,debit card,home & garden,2,39,tablet,0,157,16
d5b2fd82-bef8-466a-9efe-2060dcf4cbc5,150.55,debit card,electronics,5,29,tablet,0,334,8
c8ea89f3-1709-4b52-a902-be619793ac91,120.08,debit card,electronics,4,34,desktop,0,20,18
6c6edeca-e9d8-4f4e-8612-84d8bddf038d,785.34,credit card,clothing,4,33,tablet,0,332,20
d07e5dbd-7d1f-473a-9fb5-f4954fdcee51,33.52,credit card,toys & games,1,24,tablet,0,74,7
bb1777c0-ae51-47a0-8d87-3d807fe25875,57.42,debit card,toys & games,4,34,tablet,0,121,3
7abd68e1-0a80-4336-b88f-3150b0c4165e,23.77,credit card,home & garden,3,25,tablet,0,305,13
25eee9fe-4070-4a10-af18-32c49f22b205,148.49,credit card,home & garden,5,39,tablet,0,162,6
80f9b18f-1070-4353-9516-f6e745c27264,178.77,PayPal,electronics,3,37,desktop,0,341,20
3488ade0-5b3e-496f-8b3b-abe5f451e053,431.04,PayPal,toys & games,1,34,mobile,0,69,2
ae1791a4-73c5-481f-8489-c63ba324c9f9,15.03,credit card,home & garden,3,20,mobile,0,132,13
d870164a-4e6f-4e0f-98c3-c895bb1460ab,148.2,debit card,health & beauty,3,26,tablet,0,211,8
bb876518-1d91-4239-b774-bce742be2c1f,159.69,bank transfer,electronics,3,27,mobile,0,321,2
4b8c287c-8f7d-4c47-8b1e-f10912169331,346.18,bank transfer,toys & games,1,31,tablet,0,344,9
f039c7cd-950f-469a-869c-504d4e347e22,175.87,credit card,clothing,5,42,tablet,0,269,1
c24b228d-363a-4080-b308-ad0fbe64b045,105.2,PayPal,health & beauty,2,39,desktop,0,201,2
0dc95e72-d2b8-430b-8cc7-a7348118f177,275.53,bank transfer,toys & games,3,41,mobile,0,191,4
f7f0ae6d-058f-4bb6-a93e-4f4f156f6c93,269.39,credit card,clothing,2,33,desktop,0,36,12
b5dc090f-9502-4a2b-83c7-110e748d8563,75.22,PayPal,clothing,3,37,mobile,0,263,1
d5840c9b-4a1d-4c56-a318-59891966ea49,48.8,debit card,health & beauty,2,50,mobile,0,264,14
cb553c26-9274-4aa9-9e34-169abd49059a,365.07,PayPal,health & beauty,5,45,desktop,0,89,15
15654f12-7494-44f3-bf1a-605d048e6073,241.07,debit card,toys & games,2,29,tablet,0,123,12
26d5ac7d-bb6d-48e4-a0c8-7dcb13a5b09c,301.01,credit card,clothing,3,39,mobile,0,101,15
cc7c00e1-d07f-478e-a49c-4492d7c6b9b4,54.0,PayPal,health & beauty,4,22,desktop,0,240,21
5de0c567-706a-49af-b0c0-48db290960f2,306.78,bank transfer,home & garden,1,22,mobile,0,309,18
2f46a883-dc41-4e05-9903-668791a194f7,564.54,debit card,health & beauty,2,31,mobile,0,122,18
1b9fe7a4-e8d5-4524-9c1d-f12c055ce048,103.79,credit card,electronics,1,26,tablet,0,134,1
e6651786-161d-46a2-86b3-53dac6d5c75a,80.88,credit card,home & garden,4,39,desktop,0,209,3
4d0946da-5ded-4809-9ae3-de89b4533faa,16.58,PayPal,home & garden,1,32,desktop,0,6,3
be78456f-b89e-44ba-b415-6c8883a26db1,198.45,bank transfer,electronics,1,43,desktop,0,52,8
d050e785-4f80-4813-9962-5d6b38c2e504,63.18,bank transfer,home & garden,2,36,desktop,0,234,12
b63c8d2b-4bfa-4ff7-a87a-c840a22d77a5,261.91,PayPal,toys & games,4,27,desktop,0,94,2
00fc4956-40e4-481d-a674-2a7ca90cabd2,510.34,bank transfer,toys & games,2,39,desktop,0,68,19
364d19e4-56a0-449f-9a9f-1e399d3fa690,463.43,PayPal,toys & games,5,52,desktop,0,346,21
158718f6-5e98-4513-b1e3-21fbd651dea4,45.97,PayPal,home & garden,3,26,mobile,0,168,5
d9db5b1a-29c5-48d1-8e09-fde9afda61c9,405.23,credit card,electronics,2,44,mobile,1,1,14
2d9ad5a9-542a-4a31-96e6-7c8387de574f,48.37,PayPal,home & garden,4,23,mobile,0,97,7
a4a3e085-178b-4086-a6c4-1537760d90f8,1005.56,PayPal,clothing,1,41,desktop,0,361,21
a754fa31-5813-4929-b6b2-670d18d80334,318.07,PayPal,health & beauty,3,38,mobile,0,246,9
ae67e4c5-3c9e-446e-a11e-660c238d19cb,30.04,PayPal,electronics,5,27,tablet,0,289,16
23eb9c15-1d30-4563-bbc4-d9880e484df5,173.02,credit card,toys & games,2,54,tablet,0,92,0
8060519b-d9f0-42e1-a8b5-6db1a61ce306,688.04,credit card,home & garden,4,26,desktop,0,265,15
c042e127-6e06-43d6-9fd1-70e0dc682c07,256.86,bank transfer,clothing,4,40,mobile,0,102,6
52fee1ed-7598-4d65-a5eb-9099aeed2686,35.2,debit card,electronics,1,37,desktop,0,207,6
8ca4ea20-ce42-4079-9bbd-bcf219041527,91.35,credit card,home & garden,2,32,desktop,0,358,14
60333c07-1600-4807-beaa-2fd8d21f3e8c,31.3,PayPal,electronics,2,37,mobile,0,181,10
63fb3eaf-8ccc-4330-a7dd-267804b4e968,71.61,credit card,electronics,2,37,tablet,0,332,5
e7cd3f4d-981a-429e-9415-fe04eb7dca59,11.89,credit card,home & garden,4,30,tablet,0,110,13
9aaede4d-7997-4a89-a78f-9406e4fecce5,30.56,PayPal,toys & games,3,48,tablet,0,240,23
94eec8b6-c991-40de-b0fd-272b98dfecbb,161.44,PayPal,home & garden,1,45,mobile,0,145,7
5174384c-3e69-48b9-b7ce-93dc1483598b,15.64,PayPal,home & garden,1,53,tablet,0,172,9
15dc0335-0680-490f-bb87-6bcde4c463cc,273.07,PayPal,clothing,5,24,tablet,0,93,2
f285d7fe-2fa0-4e90-bd4f-844e069a87bf,127.82,debit card,clothing,5,28,desktop,0,176,8
42bc865a-f3f8-4f19-b8b2-da7e671d1248,17.45,bank transfer,clothing,3,35,mobile,0,254,6
d1aedd30-8ea6-4700-9b9b-d04a08b517ea,164.96,credit card,electronics,2,40,desktop,0,121,7
f32863b1-9ee5-4bab-814d-28d839a7308e,95.1,credit card,clothing,2,42,mobile,0,272,1
abd978e7-b350-4a57-b874-304c27a98604,361.75,credit card,home & garden,2,23,tablet,0,227,7
626ca2af-9523-48df-8db0-82c6a2a5284c,59.6,bank transfer,toys & games,2,39,mobile,0,315,16
df742d8d-dd6c-44dd-864f-c7930d235edc,75.5,credit card,home & garden,4,25,mobile,0,220,3
04e7fecb-b0d4-412a-bd7a-5ae0be542ade,29.87,PayPal,electronics,4,38,tablet,0,145,11
947276f1-1a4d-437b-a7ba-a1db652f9c55,50.93,credit card,clothing,3,33,desktop,0,246,6
9f51853d-9fb7-4b9c-9a93-039d7114d9c9,382.82,bank transfer,electronics,2,26,mobile,0,17,4
7d2d94d8-71db-4c2b-beeb-4591080ad5d8,74.22,PayPal,clothing,5,40,mobile,0,172,3
17b70fb3-2d83-4d1b-9111-9a255edca305,75.63,credit card,electronics,4,38,tablet,0,321,1
883feddb-e50a-4e87-b2fb-e25bed63e80c,223.16,credit card,health & beauty,2,50,mobile,0,24,2
1402e0b7-03f2-4a1d-9c08-5e688f43c0a7,25.6,debit card,health & beauty,2,33,mobile,0,31,0
dffa7ae2-e363-4c29-8137-ffb031257de9,132.76,credit card,toys & games,5,43,mobile,0,41,4
92e23dcc-3689-4320-9b96-0f591e258036,64.53,PayPal,toys & games,2,35,mobile,0,276,15
fb771f78-3ce3-4480-b70c-c2cf22d84086,44.71,PayPal,home & garden,1,41,desktop,0,348,4
3af415aa-fca6-4efd-92ae-2849a8b39926,286.31,bank transfer,clothing,2,17,mobile,0,17,20
7cd9476c-14d3-4129-9a76-6ec6aae74059,324.63,credit card,clothing,5,30,tablet,0,170,13
bdc666d6-1007-4709-a2f8-ae94d50e0546,16.67,PayPal,home & garden,5,28,tablet,0,214,14
1598e928-bf24-450e-a1b7-160fd2a29458,513.99,bank transfer,clothing,5,46,mobile,0,362,11
1e2597b5-6054-4b6d-83aa-aa0aa94c046c,276.77,PayPal,clothing,5,60,tablet,0,127,23
32c2bfb5-de13-4ec8-aa74-aff60f9c1ea6,1133.19,PayPal,electronics,5,21,mobile,0,275,13
a08eb12c-4aa5-44b1-82e2-cc3c29bff49f,211.1,PayPal,toys & games,3,44,mobile,0,262,16
be8ed263-93b3-4d15-b987-f5736b94c8b2,339.06,PayPal,health & beauty,4,28,mobile,0,195,9
a22ac670-7296-4112-878d-7958f6f02969,438.87,PayPal,electronics,2,49,desktop,0,235,17
d1aad1fa-dac1-4206-92ce-3152a3c094ce,127.74,debit card,clothing,4,37,mobile,0,266,16
1544f0ad-fb0c-43f1-80fb-e8243b831471,69.98,credit card,toys & games,1,31,tablet,0,299,11
8bd64dbb-6775-4833-95e7-a4d3a33dbddf,86.63,bank transfer,clothing,5,31,tablet,0,296,7
b93ab0b5-c076-4f50-aecf-3c8100b41417,661.27,debit card,toys & games,2,38,tablet,0,308,18
46faef85-cdcc-4426-9cd6-23a7d813d77d,173.79,PayPal,electronics,2,40,tablet,0,303,1
690e57f5-63d7-4bc9-b966-7a8df8f955fd,103.86,bank transfer,electronics,3,40,mobile,0,345,22
9294e480-05b9-4ee3-91ca-11bf596029e6,612.26,bank transfer,electronics,3,42,desktop,0,68,23
43d689ec-1862-4b75-911c-77ccc1358582,237.95,bank transfer,home & garden,1,34,mobile,1,10,4
fe4a97bb-4aba-4af6-a6d1-ae3a91eae243,29.5,debit card,health & beauty,5,52,desktop,0,13,13
38bdfe80-59b0-49a2-8d27-c3dd49540053,92.18,PayPal,health & beauty,2,38,tablet,0,4,22
265b79d3-1456-464b-a15e-9a3d59f642ca,39.37,PayPal,toys & games,4,48,tablet,0,326,1
e69fc291-6046-4246-954c-39dd159d7305,373.66,debit card,electronics,4,30,desktop,0,132,17
ac2b1aac-3712-4570-ad5c-2ccd0aa527ba,397.01,bank transfer,toys & games,1,39,desktop,0,81,7
1324bb69-a352-4bb8-a95c-ab20a1a63922,318.39,debit card,toys & games,1,17,tablet,0,246,1
30238cc4-1a90-4c06-95db-7599a7eab7a9,89.23,bank transfer,clothing,2,48,desktop,0,270,22
3b2e49a9-efdf-45c7-8580-e43c49ca4bb8,97.7,debit card,home & garden,5,9,desktop,1,103,6
9ebfde02-21bf-4b11-bc63-f4e7be28f9f8,13.58,PayPal,toys & games,3,33,tablet,0,271,14
c285b4e5-ba18-4afc-a75e-0c99d77cbbf3,205.16,PayPal,electronics,2,31,mobile,0,181,16
28cc05b5-7f3f-4047-b771-f157e6cdc80a,45.77,credit card,electronics,5,41,mobile,0,322,10
0d7cd13c-e75d-4818-8cac-cbc38078d3ce,205.85,debit card,electronics,4,34,desktop,0,163,2
eb7d66c5-9744-4e62-b027-c10ca0db5f54,14.77,bank transfer,health & beauty,5,44,tablet,0,247,22
e1955808-16b4-4a6e-9c75-1d7939d95e60,100.24,credit card,electronics,1,24,mobile,0,130,9
6c82905e-755b-4751-94e9-8393f84ba73d,126.46,debit card,home & garden,5,37,desktop,0,310,22
0261a3a2-916f-417d-a9f9-ff5554b4f9d2,117.2,credit card,electronics,2,50,tablet,1,2,1
8791c3a0-d841-49df-98ba-f9e3ad74388b,700.27,debit card,health & beauty,2,47,mobile,0,32,23
76981f13-6ce9-4978-a235-58900fd8a109,15.31,bank transfer,electronics,4,28,desktop,0,157,1
e10773f3-3fcb-4c0e-bc1f-c6717edc40ec,58.87,credit card,electronics,5,40,tablet,0,268,7
02c90d09-272b-4b16-9909-754ec44535e9,651.76,bank transfer,toys & games,1,32,desktop,1,316,10
81c288d1-6cb3-4000-a1e8-7e4722404e98,382.77,debit card,electronics,4,27,desktop,0,3,14
998887e7-00f2-46da-bf6d-581c5eb7f53d,223.04,debit card,electronics,5,50,mobile,1,16,3
2db53d7a-58fc-497c-9ceb-1abf07ad3b2c,188.75,debit card,clothing,4,46,mobile,0,27,10
404127be-5dc0-40ce-867a-180a2155b55d,633.37,PayPal,health & beauty,5,18,mobile,0,34,10
5c059c7a-3890-44a1-9e7f-08e8f10401ca,578.37,PayPal,electronics,4,38,tablet,0,139,17
ae3041fe-7e2f-4fa8-8d45-1ee032dd16fb,163.86,bank transfer,health & beauty,1,39,desktop,0,188,0
bdd3df17-55bf-4948-938b-157a9fd3aa16,287.7,credit card,home & garden,4,32,desktop,0,170,0
644c4239-b509-41f8-bd90-78b58c639918,350.6,credit card,clothing,3,28,tablet,0,1,18
04cef62e-80b8-4268-aca7-cc20aafad46c,74.09,PayPal,toys & games,2,40,tablet,0,214,22
9a0f900e-15a7-4082-863f-5b86013db653,368.48,credit card,health & beauty,1,47,mobile,0,12,20
835946be-ba94-426e-bac5-6b078ceba080,204.61,bank transfer,toys & games,4,39,mobile,0,40,4
98d28fbe-3778-4b23-ac31-334c31a455d5,497.46,bank transfer,toys & games,1,36,desktop,0,135,10
762a5d6b-43ef-4435-a3b8-7aa571585850,71.4,bank transfer,toys & games,2,34,tablet,0,63,7
3bbf4bc6-a12c-4e5e-9688-964d3fd2e58c,407.64,credit card,clothing,4,33,tablet,0,32,5
d65c0f75-c8ca-4ba1-b074-782e56f1c13a,15.18,credit card,health & beauty,1,32,mobile,0,137,17
e3377729-9233-4e43-9193-678028b46447,95.29,debit card,home & garden,5,38,desktop,0,139,22
6676f60f-e551-4da7-9674-71c6130752a6,71.96,credit card,home & garden,2,43,mobile,0,3,13
